uc,total_runs,mean_join_wait_ms,std_join_wait_ms,min_ms,max_ms
UC2_P10,10,126.03,7.986940729855337,111.9,134.8
UC2_P20,10,127.875,70.07672878114863,79.45,288.15
UC2_P30,10,183.36,312.1563563581796,72.26666666666667,1069.9333333333334
UC2_P40,10,465.9325,410.66914434621884,72.0,1097.675
UC2_P50,10,620.98,403.39148892029607,73.98,1082.78
