uc,avg_joined_ratio,std_joined_ratio,min_joined_ratio,max_joined_ratio,avg_saw_test_ratio,std_saw_test_ratio,min_saw_test_ratio,max_saw_test_ratio,runs_with_full_join,runs_with_any_miss,total_runs,valid_runs
UC2_P10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
UC2_P20,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
UC2_P30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
UC2_P40,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
UC2_P50,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
