uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC2_P10,10,202.79231,0.07732009153872371,202.7025,202.9087
UC2_P20,10,202.6843,0.030622631427685763,202.6393,202.733
UC2_P30,10,202.60615666666666,0.05067253633155094,202.52866666666665,202.69056666666668
UC2_P40,10,202.53949500000002,0.07914010238529526,202.41175,202.66604999999998
UC2_P50,10,202.464132,0.05930767999735266,202.38038,202.56638
