uc,run,reconnect_samples_joined_only
UC4_P10,run-20251203-002110_uc10_p10_m2000_r10_s256_RELAY,1.7777777777777777
UC4_P10,run-20251203-002457_uc10_p10_m2000_r10_s256_RELAY,0.6666666666666666
UC4_P10,run-20251203-002844_uc10_p10_m2000_r10_s256_RELAY,2.6666666666666665
UC4_P10,run-20251203-003230_uc10_p10_m2000_r10_s256_RELAY,2.1
UC4_P10,run-20251203-003617_uc10_p10_m2000_r10_s256_RELAY,1.7142857142857142
UC4_P10,run-20251203-004004_uc10_p10_m2000_r10_s256_RELAY,2.125
UC4_P10,run-20251203-004350_uc10_p10_m2000_r10_s256_RELAY,2.142857142857143
UC4_P10,run-20251203-004737_uc10_p10_m2000_r10_s256_RELAY,2.1
UC4_P10,run-20251203-005124_uc10_p10_m2000_r10_s256_RELAY,0.7142857142857143
UC4_P10,run-20251203-005512_uc10_p10_m2000_r10_s256_RELAY,0.2857142857142857
UC4_P20,run-20251203-000124_uc10_p20_m2000_r10_s256_RELAY,5.235294117647059
UC4_P20,run-20251203-000513_uc10_p20_m2000_r10_s256_RELAY,4.642857142857143
UC4_P20,run-20251203-000902_uc10_p20_m2000_r10_s256_RELAY,4.176470588235294
UC4_P20,run-20251203-001251_uc10_p20_m2000_r10_s256_RELAY,0.0
UC4_P20,run-20251203-001335_uc10_p20_m2000_r10_s256_RELAY,0.0
UC4_P20,run-20251203-001418_uc10_p20_m2000_r10_s256_RELAY,0.0
UC4_P20,run-20251203-001501_uc10_p20_m2000_r10_s256_RELAY,0.0
UC4_P20,run-20251203-001545_uc10_p20_m2000_r10_s256_RELAY,0.0
UC4_P20,run-20251203-001628_uc10_p20_m2000_r10_s256_RELAY,0.0
UC4_P20,run-20251203-001711_uc10_p20_m2000_r10_s256_RELAY,4.294117647058823
UC4_P30,run-20251202-232131_uc10_p30_m2000_r10_s256_RELAY,6.44
UC4_P30,run-20251202-232522_uc10_p30_m2000_r10_s256_RELAY,6.64
UC4_P30,run-20251202-232912_uc10_p30_m2000_r10_s256_RELAY,5.041666666666667
UC4_P30,run-20251202-233303_uc10_p30_m2000_r10_s256_RELAY,6.5
UC4_P30,run-20251202-233654_uc10_p30_m2000_r10_s256_RELAY,5.928571428571429
UC4_P30,run-20251202-234045_uc10_p30_m2000_r10_s256_RELAY,5.4
UC4_P30,run-20251202-234435_uc10_p30_m2000_r10_s256_RELAY,4.2
UC4_P30,run-20251202-234827_uc10_p30_m2000_r10_s256_RELAY,5.592592592592593
UC4_P30,run-20251202-235217_uc10_p30_m2000_r10_s256_RELAY,6.708333333333333
UC4_P30,run-20251202-235608_uc10_p30_m2000_r10_s256_RELAY,7.724137931034483
UC4_P40,run-20251202-224041_uc10_p40_m2000_r10_s256_RELAY,6.172413793103448
UC4_P40,run-20251202-224442_uc10_p40_m2000_r10_s256_RELAY,7.4375
UC4_P40,run-20251202-224834_uc10_p40_m2000_r10_s256_RELAY,6.566666666666666
UC4_P40,run-20251202-225227_uc10_p40_m2000_r10_s256_RELAY,4.962962962962963
UC4_P40,run-20251202-225621_uc10_p40_m2000_r10_s256_RELAY,9.676470588235293
UC4_P40,run-20251202-230014_uc10_p40_m2000_r10_s256_RELAY,8.676470588235293
UC4_P40,run-20251202-230407_uc10_p40_m2000_r10_s256_RELAY,7.925925925925926
UC4_P40,run-20251202-230800_uc10_p40_m2000_r10_s256_RELAY,6.76
UC4_P40,run-20251202-231154_uc10_p40_m2000_r10_s256_RELAY,4.730769230769231
UC4_P40,run-20251202-231547_uc10_p40_m2000_r10_s256_RELAY,4.105263157894737
UC4_P50,run-20251202-220056_uc10_p50_m2000_r10_s256_RELAY,9.073170731707316
UC4_P50,run-20251202-220450_uc10_p50_m2000_r10_s256_RELAY,8.055555555555555
UC4_P50,run-20251202-220845_uc10_p50_m2000_r10_s256_RELAY,9.763157894736842
UC4_P50,run-20251202-221239_uc10_p50_m2000_r10_s256_RELAY,7.394736842105263
UC4_P50,run-20251202-221636_uc10_p50_m2000_r10_s256_RELAY,5.243243243243243
UC4_P50,run-20251202-222031_uc10_p50_m2000_r10_s256_RELAY,0.0
UC4_P50,run-20251202-222121_uc10_p50_m2000_r10_s256_RELAY,9.952380952380953
UC4_P50,run-20251202-222516_uc10_p50_m2000_r10_s256_RELAY,7.473684210526316
UC4_P50,run-20251202-222911_uc10_p50_m2000_r10_s256_RELAY,9.292682926829269
UC4_P50,run-20251202-223307_uc10_p50_m2000_r10_s256_RELAY,10.906976744186046
