uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC10_P10,10,202.51471285714285,0.09599377628575509,202.3052,202.65375
UC10_P20,4,202.59647133699633,0.19007619830407935,202.4134,202.86335714285713
UC10_P30,8,202.58713882987482,0.1230200947690012,202.34325,202.72563636363634
UC10_P40,7,202.47982173683,0.15243921953719525,202.271,202.7096
UC10_P50,7,202.51415594689487,0.13277710554641442,202.32925,202.74432258064516
