uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC6_P10_C10,9,1.0,0.0,1.0,1.0
UC6_P10_C20,8,1.0,0.0,1.0,1.0
UC6_P10_C30,8,1.0,0.0,1.0,1.0
UC6_P50_C10,9,0.9825991383219955,0.016646432174234227,0.95187,1.0
UC6_P50_C20,4,0.978599693877551,0.01681808729430283,0.96398,1.0
UC6_P50_C30,4,0.9947579591836735,0.007669851238470633,0.9835918367346939,1.0
