uc,run,convergence_time_ms,convergence_time_s
UC7_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,202853.0,202.853
UC7_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,,
UC7_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,202887.9,202.8879
UC7_P10,run-20251202-192320_uc7_p10_m2000_r10_s256_DIRECT,202904.125,202.904125
UC7_P10,run-20251202-192701_uc7_p10_m2000_r10_s256_DIRECT,,
UC7_P10,run-20251202-193039_uc7_p10_m2000_r10_s256_DIRECT,202750.0,202.75
UC7_P10,run-20251202-193414_uc7_p10_m2000_r10_s256_DIRECT,202858.0,202.858
UC7_P10,run-20251202-193750_uc7_p10_m2000_r10_s256_DIRECT,,
UC7_P10,run-20251202-194128_uc7_p10_m2000_r10_s256_DIRECT,202923.8,202.9238
UC7_P10,run-20251202-194504_uc7_p10_m2000_r10_s256_DIRECT,202053.0,202.053
UC7_P20,run-20251202-183448_uc7_p20_m2000_r10_s256_DIRECT,202678.46153846153,202.67846153846153
UC7_P20,run-20251202-183834_uc7_p20_m2000_r10_s256_DIRECT,202732.63157894736,202.73263157894735
UC7_P20,run-20251202-184213_uc7_p20_m2000_r10_s256_DIRECT,202791.0,202.791
UC7_P20,run-20251202-184557_uc7_p20_m2000_r10_s256_DIRECT,202742.6,202.7426
UC7_P20,run-20251202-184935_uc7_p20_m2000_r10_s256_DIRECT,202784.6,202.7846
UC7_P20,run-20251202-185314_uc7_p20_m2000_r10_s256_DIRECT,,
UC7_P20,run-20251202-185658_uc7_p20_m2000_r10_s256_DIRECT,202714.0,202.714
UC7_P20,run-20251202-190037_uc7_p20_m2000_r10_s256_DIRECT,202717.0,202.717
UC7_P20,run-20251202-190416_uc7_p20_m2000_r10_s256_DIRECT,202747.72727272726,202.74772727272727
UC7_P20,run-20251202-190754_uc7_p20_m2000_r10_s256_DIRECT,202740.05263157896,202.74005263157895
UC7_P30,run-20251202-175803_uc7_p30_m2000_r10_s256_DIRECT,202550.9642857143,202.5509642857143
UC7_P30,run-20251202-180140_uc7_p30_m2000_r10_s256_DIRECT,202608.7142857143,202.60871428571429
UC7_P30,run-20251202-180517_uc7_p30_m2000_r10_s256_DIRECT,,
UC7_P30,run-20251202-180854_uc7_p30_m2000_r10_s256_DIRECT,202490.6,202.4906
UC7_P30,run-20251202-181231_uc7_p30_m2000_r10_s256_DIRECT,,
UC7_P30,run-20251202-181610_uc7_p30_m2000_r10_s256_DIRECT,202564.25,202.56425
UC7_P30,run-20251202-181947_uc7_p30_m2000_r10_s256_DIRECT,202613.0,202.613
UC7_P30,run-20251202-182329_uc7_p30_m2000_r10_s256_DIRECT,,
UC7_P30,run-20251202-182712_uc7_p30_m2000_r10_s256_DIRECT,202564.2857142857,202.56428571428572
UC7_P30,run-20251202-183053_uc7_p30_m2000_r10_s256_DIRECT,,
UC7_P40,run-20251202-171957_uc7_p40_m2000_r10_s256_DIRECT,,
UC7_P40,run-20251202-172343_uc7_p40_m2000_r10_s256_DIRECT,202497.66666666666,202.49766666666665
UC7_P40,run-20251202-172721_uc7_p40_m2000_r10_s256_DIRECT,202527.5,202.5275
UC7_P40,run-20251202-173106_uc7_p40_m2000_r10_s256_DIRECT,,
UC7_P40,run-20251202-173449_uc7_p40_m2000_r10_s256_DIRECT,,
UC7_P40,run-20251202-173831_uc7_p40_m2000_r10_s256_DIRECT,202361.51351351352,202.36151351351353
UC7_P40,run-20251202-174211_uc7_p40_m2000_r10_s256_DIRECT,,
UC7_P40,run-20251202-174550_uc7_p40_m2000_r10_s256_DIRECT,202460.0,202.46
UC7_P40,run-20251202-174931_uc7_p40_m2000_r10_s256_DIRECT,202534.5,202.5345
UC7_P40,run-20251202-175313_uc7_p40_m2000_r10_s256_DIRECT,202515.0,202.515
UC7_P50,run-20251202-111206_uc7_p50_m2000_r10_s256_DIRECT,,
UC7_P50,run-20251202-111555_uc7_p50_m2000_r10_s256_DIRECT,,
UC7_P50,run-20251202-111939_uc7_p50_m2000_r10_s256_DIRECT,,
UC7_P50,run-20251202-112319_uc7_p50_m2000_r10_s256_DIRECT,,
UC7_P50,run-20251202-112700_uc7_p50_m2000_r10_s256_DIRECT,202376.0,202.376
UC7_P50,run-20251202-113042_uc7_p50_m2000_r10_s256_DIRECT,202242.5,202.2425
UC7_P50,run-20251202-113424_uc7_p50_m2000_r10_s256_DIRECT,202309.11428571428,202.3091142857143
UC7_P50,run-20251202-113811_uc7_p50_m2000_r10_s256_DIRECT,202233.92682926828,202.23392682926828
UC7_P50,run-20251202-114152_uc7_p50_m2000_r10_s256_DIRECT,,
UC7_P50,run-20251202-114532_uc7_p50_m2000_r10_s256_DIRECT,,
