uc,run,downtime_total_ms,downtime_periods,downtime_p50_ms,downtime_p90_ms,downtime_max_ms
UC1_P30,run-20251203-221740_uc7_p30_m2000_r10_s256_DIRECT,0.0,0.0,,,
UC1_P30,run-20251203-221840_uc7_p30_m2000_r10_s256_DIRECT,0.6,0.2,3.0,3.0,3.0
UC1_P30,run-20251203-222307_uc7_p30_m2000_r10_s256_DIRECT,4.633333333333334,0.2,23.166666666666668,23.166666666666668,23.166666666666668
UC1_P30,run-20251203-222732_uc7_p30_m2000_r10_s256_DIRECT,0.7666666666666667,0.13333333333333333,5.75,5.75,5.75
UC1_P30,run-20251203-223209_uc7_p30_m2000_r10_s256_DIRECT,1.8,0.06666666666666667,27.0,27.0,27.0
UC1_P30,run-20251203-223629_uc7_p30_m2000_r10_s256_DIRECT,0.8666666666666667,0.1,8.666666666666666,8.666666666666666,8.666666666666666
UC1_P30,run-20251203-224039_uc7_p30_m2000_r10_s256_DIRECT,0.2,0.03333333333333333,6.0,6.0,6.0
UC1_P40,run-20251203-224549_uc7_p40_m2000_r10_s256_DIRECT,1.275,0.1,12.75,12.75,12.75
UC1_P40,run-20251203-224949_uc7_p40_m2000_r10_s256_DIRECT,1.4,0.1,14.0,14.0,14.0
UC1_P40,run-20251203-225348_uc7_p40_m2000_r10_s256_DIRECT,1.0,0.1,10.0,10.0,10.0
UC1_P40,run-20251203-225746_uc7_p40_m2000_r10_s256_DIRECT,0.225,0.075,3.0,3.0,3.0
UC1_P40,run-20251203-230145_uc7_p40_m2000_r10_s256_DIRECT,0.425,0.075,8.0,8.0,8.0
UC1_P40,run-20251203-230546_uc7_p40_m2000_r10_s256_DIRECT,1.2,0.175,7.333333333333333,7.333333333333333,7.333333333333333
UC1_P40,run-20251203-230946_uc7_p40_m2000_r10_s256_DIRECT,0.0,0.0,,,
UC1_P40,run-20251203-231343_uc7_p40_m2000_r10_s256_DIRECT,1.375,0.175,7.857142857142857,7.857142857142857,7.857142857142857
UC1_P40,run-20251203-231741_uc7_p40_m2000_r10_s256_DIRECT,0.55,0.05,11.0,11.0,11.0
UC1_P40,run-20251203-232148_uc7_p40_m2000_r10_s256_DIRECT,0.4,0.025,16.0,16.0,16.0
UC1_P50,run-20251203-232900_uc7_p50_m2000_r10_s256_DIRECT,0.0,0.0,,,
UC1_P50,run-20251203-232954_uc7_p50_m2000_r10_s256_DIRECT,0.44,0.08,5.5,5.5,5.5
UC1_P50,run-20251203-233355_uc7_p50_m2000_r10_s256_DIRECT,3.56,0.18,19.77777777777778,19.77777777777778,19.77777777777778
UC1_P50,run-20251203-233800_uc7_p50_m2000_r10_s256_DIRECT,2.6,0.12,21.666666666666668,21.666666666666668,21.666666666666668
UC1_P50,run-20251203-234205_uc7_p50_m2000_r10_s256_DIRECT,2.98,0.36,10.307692307692308,10.307692307692308,10.307692307692308
UC1_P50,run-20251203-234607_uc7_p50_m2000_r10_s256_DIRECT,0.42,0.06,7.0,7.0,7.0
UC1_P50,run-20251203-235012_uc7_p50_m2000_r10_s256_DIRECT,10.48,0.08,174.33333333333334,174.33333333333334,174.33333333333334
UC1_P50,run-20251203-235414_uc7_p50_m2000_r10_s256_DIRECT,1.7,0.14,12.142857142857142,12.142857142857142,12.142857142857142
UC1_P50,run-20251203-235813_uc7_p50_m2000_r10_s256_DIRECT,0.16,0.04,4.0,4.0,4.0
UC1_P50,run-20251204-000214_uc7_p50_m2000_r10_s256_DIRECT,4247.34,0.18,30337.714285714286,30337.714285714286,30337.714285714286
