uc,run,reconnect_samples_joined_only
UC1_P20,run-20251203-103126_uc7_p20_m2000_r10_s256_DIRECT,1.55
UC1_P20,run-20251203-103516_uc7_p20_m2000_r10_s256_DIRECT,0.7
UC1_P20,run-20251203-103907_uc7_p20_m2000_r10_s256_DIRECT,1.05
UC1_P20,run-20251203-104255_uc7_p20_m2000_r10_s256_DIRECT,1.35
UC1_P20,run-20251203-104647_uc7_p20_m2000_r10_s256_DIRECT,0.6842105263157895
UC1_P20,run-20251203-105040_uc7_p20_m2000_r10_s256_DIRECT,1.25
UC1_P20,run-20251203-105426_uc7_p20_m2000_r10_s256_DIRECT,0.3684210526315789
UC1_P20,run-20251203-105817_uc7_p20_m2000_r10_s256_DIRECT,1.35
UC1_P30,run-20251202-175803_uc7_p30_m2000_r10_s256_DIRECT,1.7241379310344827
UC1_P30,run-20251202-180140_uc7_p30_m2000_r10_s256_DIRECT,1.5172413793103448
UC1_P30,run-20251202-180517_uc7_p30_m2000_r10_s256_DIRECT,1.6333333333333333
UC1_P30,run-20251202-180854_uc7_p30_m2000_r10_s256_DIRECT,1.6333333333333333
UC1_P30,run-20251202-181231_uc7_p30_m2000_r10_s256_DIRECT,0.8620689655172413
UC1_P30,run-20251202-181610_uc7_p30_m2000_r10_s256_DIRECT,1.0
UC1_P30,run-20251202-181947_uc7_p30_m2000_r10_s256_DIRECT,1.6333333333333333
UC1_P30,run-20251202-182329_uc7_p30_m2000_r10_s256_DIRECT,1.1724137931034482
UC1_P30,run-20251202-182712_uc7_p30_m2000_r10_s256_DIRECT,1.0
UC1_P30,run-20251202-183053_uc7_p30_m2000_r10_s256_DIRECT,1.3
UC1_P30,run-20251203-093459_uc7_p30_m2000_r10_s256_DIRECT,2.533333333333333
UC1_P30,run-20251203-093906_uc7_p30_m2000_r10_s256_DIRECT,1.5517241379310345
UC1_P30,run-20251203-094304_uc7_p30_m2000_r10_s256_DIRECT,1.8275862068965518
UC1_P30,run-20251203-094656_uc7_p30_m2000_r10_s256_DIRECT,1.6206896551724137
UC1_P30,run-20251203-095049_uc7_p30_m2000_r10_s256_DIRECT,1.1724137931034482
UC1_P30,run-20251203-095441_uc7_p30_m2000_r10_s256_DIRECT,1.5862068965517242
UC1_P30,run-20251203-095836_uc7_p30_m2000_r10_s256_DIRECT,1.7666666666666666
UC1_P30,run-20251203-100231_uc7_p30_m2000_r10_s256_DIRECT,1.5172413793103448
UC1_P30,run-20251203-100628_uc7_p30_m2000_r10_s256_DIRECT,1.2413793103448276
UC1_P30,run-20251203-101025_uc7_p30_m2000_r10_s256_DIRECT,2.1
UC1_P40,run-20251202-171957_uc7_p40_m2000_r10_s256_DIRECT,1.7692307692307692
UC1_P40,run-20251202-172343_uc7_p40_m2000_r10_s256_DIRECT,2.128205128205128
UC1_P40,run-20251202-172721_uc7_p40_m2000_r10_s256_DIRECT,0.6216216216216216
UC1_P40,run-20251202-173106_uc7_p40_m2000_r10_s256_DIRECT,0.5675675675675675
UC1_P40,run-20251202-173449_uc7_p40_m2000_r10_s256_DIRECT,2.1538461538461537
UC1_P40,run-20251202-173831_uc7_p40_m2000_r10_s256_DIRECT,1.641025641025641
UC1_P40,run-20251202-174211_uc7_p40_m2000_r10_s256_DIRECT,2.975
UC1_P40,run-20251202-174550_uc7_p40_m2000_r10_s256_DIRECT,0.5945945945945946
UC1_P40,run-20251202-174931_uc7_p40_m2000_r10_s256_DIRECT,0.5135135135135135
UC1_P40,run-20251202-175313_uc7_p40_m2000_r10_s256_DIRECT,1.9743589743589745
UC1_P40,run-20251203-083339_uc7_p40_m2000_r10_s256_DIRECT,1.0810810810810811
UC1_P40,run-20251203-083758_uc7_p40_m2000_r10_s256_DIRECT,1.736842105263158
UC1_P40,run-20251203-084216_uc7_p40_m2000_r10_s256_DIRECT,2.725
UC1_P40,run-20251203-084628_uc7_p40_m2000_r10_s256_DIRECT,2.7948717948717947
UC1_P40,run-20251203-085040_uc7_p40_m2000_r10_s256_DIRECT,2.3333333333333335
UC1_P40,run-20251203-085454_uc7_p40_m2000_r10_s256_DIRECT,1.3421052631578947
UC1_P40,run-20251203-085910_uc7_p40_m2000_r10_s256_DIRECT,2.282051282051282
UC1_P40,run-20251203-090324_uc7_p40_m2000_r10_s256_DIRECT,3.575
UC1_P40,run-20251203-090738_uc7_p40_m2000_r10_s256_DIRECT,2.975
UC1_P40,run-20251203-091152_uc7_p40_m2000_r10_s256_DIRECT,1.763157894736842
UC1_P50,run-20251202-111206_uc7_p50_m2000_r10_s256_DIRECT,2.0
UC1_P50,run-20251202-111555_uc7_p50_m2000_r10_s256_DIRECT,0.6086956521739131
UC1_P50,run-20251202-111939_uc7_p50_m2000_r10_s256_DIRECT,2.1875
UC1_P50,run-20251202-112319_uc7_p50_m2000_r10_s256_DIRECT,1.7083333333333333
UC1_P50,run-20251202-112700_uc7_p50_m2000_r10_s256_DIRECT,1.6595744680851063
UC1_P50,run-20251202-113042_uc7_p50_m2000_r10_s256_DIRECT,1.9583333333333333
UC1_P50,run-20251202-113424_uc7_p50_m2000_r10_s256_DIRECT,0.8260869565217391
UC1_P50,run-20251202-113811_uc7_p50_m2000_r10_s256_DIRECT,2.795918367346939
UC1_P50,run-20251202-114152_uc7_p50_m2000_r10_s256_DIRECT,1.375
UC1_P50,run-20251203-074037_uc7_p50_m2000_r10_s256_DIRECT,4.489795918367347
UC1_P50,run-20251203-074522_uc7_p50_m2000_r10_s256_DIRECT,1.9787234042553192
UC1_P50,run-20251203-074937_uc7_p50_m2000_r10_s256_DIRECT,2.75
UC1_P50,run-20251203-075350_uc7_p50_m2000_r10_s256_DIRECT,2.979591836734694
UC1_P50,run-20251203-075806_uc7_p50_m2000_r10_s256_DIRECT,3.08
UC1_P50,run-20251203-080219_uc7_p50_m2000_r10_s256_DIRECT,2.0425531914893615
UC1_P50,run-20251203-080635_uc7_p50_m2000_r10_s256_DIRECT,3.1020408163265305
UC1_P50,run-20251203-081051_uc7_p50_m2000_r10_s256_DIRECT,2.3191489361702127
UC1_P50,run-20251203-081509_uc7_p50_m2000_r10_s256_DIRECT,2.125
UC1_P50,run-20251203-081926_uc7_p50_m2000_r10_s256_DIRECT,2.276595744680851
