uc,run,reconnect_samples_joined_only
UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,0.5
UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,0.9
UC1_P10,run-20251202-192320_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251202-192701_uc7_p10_m2000_r10_s256_DIRECT,0.5
UC1_P10,run-20251202-193039_uc7_p10_m2000_r10_s256_DIRECT,0.5
UC1_P10,run-20251202-193414_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251202-193750_uc7_p10_m2000_r10_s256_DIRECT,0.7
UC1_P10,run-20251202-194128_uc7_p10_m2000_r10_s256_DIRECT,0.6
UC1_P10,run-20251202-194504_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251203-110548_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251203-110935_uc7_p10_m2000_r10_s256_DIRECT,0.6
UC1_P10,run-20251203-111324_uc7_p10_m2000_r10_s256_DIRECT,0.9
UC1_P10,run-20251203-111709_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251203-112101_uc7_p10_m2000_r10_s256_DIRECT,0.7
UC1_P10,run-20251203-112448_uc7_p10_m2000_r10_s256_DIRECT,0.7
UC1_P10,run-20251203-112831_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251203-113217_uc7_p10_m2000_r10_s256_DIRECT,0.6
UC1_P10,run-20251203-113606_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P10,run-20251203-113952_uc7_p10_m2000_r10_s256_DIRECT,0.8
UC1_P20,run-20251202-183448_uc7_p20_m2000_r10_s256_DIRECT,0.8947368421052632
UC1_P20,run-20251202-183834_uc7_p20_m2000_r10_s256_DIRECT,1.25
UC1_P20,run-20251202-184213_uc7_p20_m2000_r10_s256_DIRECT,0.5263157894736842
UC1_P20,run-20251202-184557_uc7_p20_m2000_r10_s256_DIRECT,1.3
UC1_P20,run-20251202-184935_uc7_p20_m2000_r10_s256_DIRECT,1.45
UC1_P20,run-20251202-185314_uc7_p20_m2000_r10_s256_DIRECT,0.7
UC1_P20,run-20251202-185658_uc7_p20_m2000_r10_s256_DIRECT,1.4
UC1_P20,run-20251202-190037_uc7_p20_m2000_r10_s256_DIRECT,0.95
UC1_P20,run-20251202-190416_uc7_p20_m2000_r10_s256_DIRECT,0.9
UC1_P20,run-20251202-190754_uc7_p20_m2000_r10_s256_DIRECT,1.45
UC1_P20,run-20251203-102345_uc7_p20_m2000_r10_s256_DIRECT,1.4
UC1_P20,run-20251203-102739_uc7_p20_m2000_r10_s256_DIRECT,1.9
