received_unique,recv_total,total_expected,delivery_rate,duplicate_rate,duplicates,out_of_order,lagged_events,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,convergence_time_ms,pr_avg_ratio,rt_avg_ms,rt_p50_ms,rt_p90_ms,rt_max_ms,disconnect_events,reconnect_events,reconnect_samples,joined,join_wait_ms,saw_test,timed_out_no_data,peer,uc,run,sender_joined
1,1,2000,0.0005,0.0,0,0,0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,12,12,1,True,1476,True,False,peer1,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,202853.0,1.0,82.0,82.0,82.0,82.0,2,2,1,True,1194,True,False,peer10,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,1,0,True,1193,True,False,peer2,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,2,1,0,True,1196,True,False,peer3,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,80.0,80.0,80.0,80.0,6,5,1,True,1188,True,False,peer4,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,202853.0,1.0,84.0,84.0,84.0,84.0,2,2,1,True,1194,True,False,peer5,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,202853.0,1.0,,,,,2,2,0,True,1195,True,False,peer6,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,202853.0,1.0,84.0,84.0,84.0,84.0,5,5,1,True,1185,True,False,peer7,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,3,3,0,True,1201,True,False,peer8,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,4,3,0,True,1196,True,False,peer9,UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.0,91.0,91.0,91.0,91.0,6,6,1,True,760,True,False,peer1,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,2,1,0,True,475,True,False,peer10,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,,1.0,179543.0,179543.0,179543.0,179543.0,6,6,1,True,478,True,False,peer2,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,,,3,2,0,True,495,True,False,peer3,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,77.0,77.0,77.0,77.0,4,4,1,True,482,True,False,peer4,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,80.0,80.0,80.0,80.0,3,3,1,True,479,True,False,peer5,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,78.0,78.0,78.0,78.0,2,2,1,True,480,True,False,peer6,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,78.0,78.0,78.0,78.0,3,3,1,True,477,True,False,peer7,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,1.0,80.0,80.0,80.0,80.0,1,1,1,True,485,True,False,peer8,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
1999,1999,2000,0.9995,0.0,0,0,0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,1.0,85.0,85.0,85.0,85.0,1,1,1,True,485,True,False,peer9,UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,2.0,2.0,2.0,7.0,0.0,2.0,2.0,2.0,2.0,202888.0,1.0,42.0,84.0,84.0,84.0,11,11,2,True,6586,True,False,peer1,UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,202887.0,1.0,38.0,77.0,77.0,77.0,5,5,2,True,6296,True,False,peer10,UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,1.0,2.0,3.0,3.0,17.0,2.0,4.0,4.0,4.0,4.0,202889.0,1.0,42.0,84.0,84.0,84.0,3,3,2,True,6306,True,False,peer2,UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,1.0,2.0,2.0,3.0,17.0,1.0,3.0,3.0,3.0,3.0,202888.0,1.0,81.0,81.0,81.0,81.0,3,3,1,True,6303,True,False,peer3,UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,True
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,202887.0,1.0,81.0,81.0,81.0,81.0,7,6,1,True,6303,True,False,peer4,UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,True
