uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC1_P10,14,205.20271765873014,2.563403799472869,202.053,207.97522222222221
UC1_P20,16,205.6152733138572,3.460992584627092,202.67846153846153,210.371
UC1_P30,14,207.1359380952381,4.1170673217088805,202.4906,211.07
UC1_P40,9,208.89879316816817,9.65645876795136,202.36151351351353,223.375
UC1_P50,13,215.52283942642723,9.252224737884307,202.23392682926828,223.67225
