uc,run,joined_ratio,saw_test_ratio
UC7_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-192320_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-192701_uc7_p10_m2000_r10_s256_DIRECT,1.0,0.9
UC7_P10,run-20251202-193039_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-193414_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-193750_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-194128_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P10,run-20251202-194504_uc7_p10_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-183448_uc7_p20_m2000_r10_s256_DIRECT,0.95,0.95
UC7_P20,run-20251202-183834_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-184213_uc7_p20_m2000_r10_s256_DIRECT,0.95,0.95
UC7_P20,run-20251202-184557_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-184935_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-185314_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-185658_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-190037_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-190416_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P20,run-20251202-190754_uc7_p20_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P30,run-20251202-175803_uc7_p30_m2000_r10_s256_DIRECT,0.9666666666666667,0.9666666666666667
UC7_P30,run-20251202-180140_uc7_p30_m2000_r10_s256_DIRECT,0.9666666666666667,0.9666666666666667
UC7_P30,run-20251202-180517_uc7_p30_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P30,run-20251202-180854_uc7_p30_m2000_r10_s256_DIRECT,1.0,1.0
UC7_P30,run-20251202-181231_uc7_p30_m2000_r10_s256_DIRECT,0.9666666666666667,0.9333333333333333
UC7_P30,run-20251202-181610_uc7_p30_m2000_r10_s256_DIRECT,0.9666666666666667,0.9666666666666667
UC7_P30,run-20251202-181947_uc7_p30_m2000_r10_s256_DIRECT,1.0,0.9666666666666667
UC7_P30,run-20251202-182329_uc7_p30_m2000_r10_s256_DIRECT,0.9666666666666667,0.9666666666666667
UC7_P30,run-20251202-182712_uc7_p30_m2000_r10_s256_DIRECT,0.9666666666666667,0.9666666666666667
UC7_P30,run-20251202-183053_uc7_p30_m2000_r10_s256_DIRECT,1.0,0.9666666666666667
UC7_P40,run-20251202-171957_uc7_p40_m2000_r10_s256_DIRECT,0.975,0.95
UC7_P40,run-20251202-172343_uc7_p40_m2000_r10_s256_DIRECT,0.975,0.975
UC7_P40,run-20251202-172721_uc7_p40_m2000_r10_s256_DIRECT,0.925,0.925
UC7_P40,run-20251202-173106_uc7_p40_m2000_r10_s256_DIRECT,0.925,0.9
UC7_P40,run-20251202-173449_uc7_p40_m2000_r10_s256_DIRECT,0.975,0.925
UC7_P40,run-20251202-173831_uc7_p40_m2000_r10_s256_DIRECT,0.975,0.975
UC7_P40,run-20251202-174211_uc7_p40_m2000_r10_s256_DIRECT,1.0,0.975
UC7_P40,run-20251202-174550_uc7_p40_m2000_r10_s256_DIRECT,0.925,0.925
UC7_P40,run-20251202-174931_uc7_p40_m2000_r10_s256_DIRECT,0.925,0.925
UC7_P40,run-20251202-175313_uc7_p40_m2000_r10_s256_DIRECT,0.975,0.925
UC7_P50,run-20251202-111206_uc7_p50_m2000_r10_s256_DIRECT,0.96,0.94
UC7_P50,run-20251202-111555_uc7_p50_m2000_r10_s256_DIRECT,0.92,0.92
UC7_P50,run-20251202-111939_uc7_p50_m2000_r10_s256_DIRECT,0.96,0.96
UC7_P50,run-20251202-112319_uc7_p50_m2000_r10_s256_DIRECT,0.96,0.96
UC7_P50,run-20251202-112700_uc7_p50_m2000_r10_s256_DIRECT,0.94,0.94
UC7_P50,run-20251202-113042_uc7_p50_m2000_r10_s256_DIRECT,0.96,0.94
UC7_P50,run-20251202-113424_uc7_p50_m2000_r10_s256_DIRECT,0.92,0.92
UC7_P50,run-20251202-113811_uc7_p50_m2000_r10_s256_DIRECT,0.98,0.98
UC7_P50,run-20251202-114152_uc7_p50_m2000_r10_s256_DIRECT,0.96,0.94
