received_unique,recv_total,total_expected,delivery_rate,duplicate_rate,duplicates,out_of_order,lagged_events,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,pr_avg_ratio,avg_connected_peers,downtime_total_ms,downtime_periods,downtime_p50_ms,downtime_p90_ms,downtime_max_ms,neighbour_down,neighbour_up,joined,join_wait_ms,saw_test,timed_out_no_data,peer,uc,run,sender_joined
1999,1999,2000,0.9995,0.0,0,251,0,0.0,176.0,314.0,1566.0,9702.0,0.0,1.0,3.0,5.0,10.0,1.0,3.811305183057612,609,2,419.0,419.0,419.0,49,53,True,737,True,False,peer1,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1994,1994,2000,0.997,0.0,0,314,0,48.0,299.0,488.0,859.0,14628.0,0.0,2.0,4.0,6.0,9.0,1.0,2.4625221445221444,0,0,,,,33,35,True,1087,True,False,peer10,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1997,1997,2000,0.9985,0.0,0,365,0,87.0,331.0,548.0,1078.0,4331.0,1.0,2.0,4.0,6.0,7.0,1.0,4.389050631730213,0,0,,,,18,21,True,654,True,False,peer11,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1997,1997,2000,0.9985,0.0,0,284,0,82.0,254.0,409.0,661.0,4317.0,1.0,2.0,4.0,5.0,7.0,1.0,4.510921531953002,0,0,,,,24,27,True,512,True,False,peer12,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,343,0,45.0,313.0,507.0,706.0,931.0,0.0,2.0,4.0,6.0,8.0,1.0,4.196573548465274,0,0,,,,17,20,True,548,True,False,peer13,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1950,1950,2000,0.975,0.0,0,432,0,86.0,412.0,689.0,1004.0,14505.0,1.0,3.0,4.0,6.0,8.0,1.0,2.1089726706349397,1703,1,1703.0,1703.0,1703.0,11,13,True,5977,True,False,peer14,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1963,1963,2000,0.9815,0.0,0,336,0,84.0,275.0,467.0,1591.0,16205.0,1.0,2.0,4.0,5.0,8.0,1.0,2.929594663296384,1668,2,1427.0,1427.0,1427.0,10,13,True,4456,True,False,peer15,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,301,0,37.0,291.0,508.0,709.0,3572.0,0.0,1.0,4.0,6.0,8.0,1.0,4.6426023584047895,0,0,,,,13,16,True,495,True,False,peer16,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1997,1997,2000,0.9985,0.0,0,321,0,78.0,327.0,540.0,871.0,4109.0,1.0,2.0,4.0,6.0,7.0,1.0,4.939199029126214,0,0,,,,19,23,True,733,True,False,peer17,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
1997,1997,2000,0.9985,0.0,0,378,0,81.0,346.0,573.0,1716.0,9461.0,1.0,2.0,4.0,7.0,11.0,1.0,2.7403534568340606,1824,1,1824.0,1824.0,1824.0,13,16,True,1582,True,False,peer18,UC3_P40,run-20251204-093601_uc9_p40_m2000_r10_s256_DIRECT,True
