uc,avg_joined_ratio,std_joined_ratio,min_joined_ratio,max_joined_ratio,avg_saw_test_ratio,std_saw_test_ratio,min_saw_test_ratio,max_saw_test_ratio,runs_with_full_join,runs_with_any_miss,total_runs,valid_runs
UC3_P10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
UC3_P20,0.93,0.06749485577105527,0.8,1.0,0.93,0.06749485577105527,0.8,1.0,3,7,10,10
UC3_P30,0.9066666666666666,0.04661372658534007,0.8,0.9666666666666667,0.9066666666666666,0.04661372658534007,0.8,0.9666666666666667,0,10,10,10
UC3_P40,0.8550000000000001,0.11832159566199231,0.65,0.975,0.8550000000000001,0.11832159566199231,0.65,0.975,0,10,10,10
UC3_P50,0.8,0.10327955589886444,0.68,0.94,0.8,0.10327955589886444,0.68,0.94,0,10,10,10
