uc,run,delivery_rate_joined_only
UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,0.9923500000000001
UC3_P10,run-20251201-173444_uc3_p10_m2000_r10_s256_DIRECT,0.9884999999999999
UC3_P10,run-20251201-173829_uc3_p10_m2000_r10_s256_DIRECT,0.9916
UC3_P10,run-20251201-174216_uc3_p10_m2000_r10_s256_DIRECT,0.98675
UC3_P10,run-20251201-174603_uc3_p10_m2000_r10_s256_DIRECT,0.98955
UC3_P10,run-20251201-174948_uc3_p10_m2000_r10_s256_DIRECT,0.9914
UC3_P10,run-20251201-175334_uc3_p10_m2000_r10_s256_DIRECT,0.9910500000000001
UC3_P10,run-20251201-175720_uc3_p10_m2000_r10_s256_DIRECT,0.98795
UC3_P10,run-20251201-180105_uc3_p10_m2000_r10_s256_DIRECT,0.9903000000000001
UC3_P10,run-20251201-180451_uc3_p10_m2000_r10_s256_DIRECT,0.9935
UC3_P20,run-20251201-181107_uc3_p20_m2000_r10_s256_DIRECT,0.992842105263158
UC3_P20,run-20251201-181456_uc3_p20_m2000_r10_s256_DIRECT,0.9905789473684211
UC3_P20,run-20251201-181845_uc3_p20_m2000_r10_s256_DIRECT,0.9902750000000001
UC3_P20,run-20251201-182236_uc3_p20_m2000_r10_s256_DIRECT,0.98935
UC3_P20,run-20251201-182624_uc3_p20_m2000_r10_s256_DIRECT,0.98821875
UC3_P20,run-20251201-183013_uc3_p20_m2000_r10_s256_DIRECT,0.98295
UC3_P20,run-20251201-183403_uc3_p20_m2000_r10_s256_DIRECT,0.9902222222222223
UC3_P20,run-20251201-183753_uc3_p20_m2000_r10_s256_DIRECT,0.9879411764705883
UC3_P20,run-20251201-184141_uc3_p20_m2000_r10_s256_DIRECT,0.9870277777777778
UC3_P20,run-20251201-184530_uc3_p20_m2000_r10_s256_DIRECT,0.9802105263157894
UC3_P30,run-20251201-185016_uc3_p30_m2000_r10_s256_DIRECT,0.9885185185185186
UC3_P30,run-20251201-185409_uc3_p30_m2000_r10_s256_DIRECT,0.9871851851851852
UC3_P30,run-20251201-185801_uc3_p30_m2000_r10_s256_DIRECT,0.9896551724137931
UC3_P30,run-20251201-190154_uc3_p30_m2000_r10_s256_DIRECT,0.9820833333333333
UC3_P30,run-20251201-190546_uc3_p30_m2000_r10_s256_DIRECT,0.9917777777777779
UC3_P30,run-20251201-190940_uc3_p30_m2000_r10_s256_DIRECT,0.9938333333333333
UC3_P30,run-20251201-191333_uc3_p30_m2000_r10_s256_DIRECT,0.9850000000000001
UC3_P30,run-20251201-191725_uc3_p30_m2000_r10_s256_DIRECT,0.989103448275862
UC3_P30,run-20251201-192118_uc3_p30_m2000_r10_s256_DIRECT,0.9880740740740741
UC3_P30,run-20251201-192511_uc3_p30_m2000_r10_s256_DIRECT,0.99025
UC3_P40,run-20251201-193019_uc3_p40_m2000_r10_s256_DIRECT,0.9877432432432433
UC3_P40,run-20251201-193416_uc3_p40_m2000_r10_s256_DIRECT,0.9836999999999999
UC3_P40,run-20251201-193812_uc3_p40_m2000_r10_s256_DIRECT,0.9924444444444445
UC3_P40,run-20251201-194209_uc3_p40_m2000_r10_s256_DIRECT,0.990581081081081
UC3_P40,run-20251201-194605_uc3_p40_m2000_r10_s256_DIRECT,0.9920384615384616
UC3_P40,run-20251201-195002_uc3_p40_m2000_r10_s256_DIRECT,0.9964074074074075
UC3_P40,run-20251201-195358_uc3_p40_m2000_r10_s256_DIRECT,0.9939038461538462
UC3_P40,run-20251201-195755_uc3_p40_m2000_r10_s256_DIRECT,0.9924324324324324
UC3_P40,run-20251201-200151_uc3_p40_m2000_r10_s256_DIRECT,0.9967833333333334
UC3_P40,run-20251201-200548_uc3_p40_m2000_r10_s256_DIRECT,0.9857631578947369
UC3_P50,run-20251201-201129_uc3_p50_m2000_r10_s256_DIRECT,0.992264705882353
UC3_P50,run-20251201-201529_uc3_p50_m2000_r10_s256_DIRECT,0.9853478260869565
UC3_P50,run-20251201-201929_uc3_p50_m2000_r10_s256_DIRECT,0.9914428571428571
UC3_P50,run-20251201-202329_uc3_p50_m2000_r10_s256_DIRECT,0.9936999999999999
UC3_P50,run-20251201-202729_uc3_p50_m2000_r10_s256_DIRECT,0.9860212765957448
UC3_P50,run-20251201-203129_uc3_p50_m2000_r10_s256_DIRECT,0.9858023255813954
UC3_P50,run-20251201-203529_uc3_p50_m2000_r10_s256_DIRECT,0.9870869565217391
UC3_P50,run-20251201-203929_uc3_p50_m2000_r10_s256_DIRECT,0.9949411764705883
UC3_P50,run-20251201-204333_uc3_p50_m2000_r10_s256_DIRECT,0.9920921052631579
UC3_P50,run-20251201-204734_uc3_p50_m2000_r10_s256_DIRECT,0.9922837837837838
