uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC3_P10,10,0.990295,0.0021037598616656856,0.98675,0.9935
UC3_P20,10,0.9879616505417956,0.003788778325537811,0.9802105263157894,0.992842105263158
UC3_P30,10,0.9885480842911878,0.0033209825968939003,0.9820833333333333,0.9938333333333333
UC3_P40,10,0.9911797407528986,0.0043141809069240965,0.9836999999999999,0.9967833333333334
UC3_P50,10,0.9900983013328576,0.0036269232528742977,0.9853478260869565,0.9949411764705883
