uc,run,delivery_rate,duplicate_rate,received_unique,recv_total,total_expected,duplicates,out_of_order,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,pr_avg_ratio,avg_connected_peers,downtime_total_ms,downtime_periods,downtime_p50_ms,downtime_p90_ms,downtime_max_ms,neighbour_down,neighbour_up,join_wait_ms,sender_joined,joined,saw_test,delivery_rate_joined_only
UC1_P40,run-20251203-224549_uc7_p40_m2000_r10_s256_DIRECT,0.9237500000000001,0.0,1847.5,1847.5,1850.0,0.0,0.0,0.1891891891891892,2.5675675675675675,3.5405405405405403,5.837837837837838,38.4054054054054,1.4594594594594594,1.864864864864865,1.864864864864865,3.054054054054054,4.1891891891891895,1.0,3.6883055105442524,1.275,0.1,12.75,12.75,12.75,11.75,14.375,4054.3,1.0,0.95,0.925,0.9723684210526317
UC1_P40,run-20251203-224949_uc7_p40_m2000_r10_s256_DIRECT,0.9731625000000002,0.0,1946.325,1946.325,1950.0,0.0,0.125,0.20512820512820512,2.4871794871794872,3.5641025641025643,6.923076923076923,47.51282051282051,1.1025641025641026,2.4358974358974357,2.4358974358974357,3.4871794871794872,3.871794871794872,1.0,3.9969737061254422,1.4,0.1,14.0,14.0,14.0,15.55,18.375,1318.05,1.0,0.975,0.975,0.9981153846153847
UC1_P40,run-20251203-225348_uc7_p40_m2000_r10_s256_DIRECT,0.9982749999999999,0.0,1996.55,1996.55,2000.0,0.0,0.0,0.15,2.675,3.7,6.975,65.775,1.3,2.125,2.175,3.575,6.1,1.0,3.8905474166407608,1.0,0.1,10.0,10.0,10.0,20.225,23.275,1370.7,1.0,1.0,1.0,0.9982749999999999
UC1_P40,run-20251203-225746_uc7_p40_m2000_r10_s256_DIRECT,0.9738625000000001,0.0,1947.725,1947.725,1950.0,0.0,0.0,0.3076923076923077,2.717948717948718,3.7948717948717947,6.794871794871795,98.8974358974359,1.7435897435897436,2.7948717948717947,2.7948717948717947,3.641025641025641,6.461538461538462,1.0,3.800061385837344,0.225,0.075,3.0,3.0,3.0,16.075,18.725,4868.975,1.0,0.975,0.975,0.9988333333333335
UC1_P40,run-20251203-230145_uc7_p40_m2000_r10_s256_DIRECT,0.9243750000000001,0.0,1848.75,1848.75,1850.0,0.0,0.0,0.40540540540540543,2.891891891891892,3.675675675675676,5.378378378378378,20.054054054054053,1.7567567567567568,3.2162162162162162,3.2162162162162162,3.2162162162162162,3.5405405405405403,1.0,4.0709749208560435,0.425,0.075,8.0,8.0,8.0,12.125,14.775,8300.275,1.0,0.95,0.925,0.9730263157894737
UC1_P40,run-20251203-230546_uc7_p40_m2000_r10_s256_DIRECT,0.97425,0.0,1948.5,1948.5,1950.0,0.0,0.0,0.28205128205128205,2.7435897435897436,3.7435897435897436,6.717948717948718,40.94871794871795,1.4102564102564104,2.9743589743589745,2.9743589743589745,3.1538461538461537,6.0,1.0,3.5279301110324304,1.2,0.175,7.333333333333333,7.333333333333333,7.333333333333333,16.125,18.75,6198.125,1.0,0.975,0.975,0.9992307692307693
UC1_P40,run-20251203-230946_uc7_p40_m2000_r10_s256_DIRECT,0.89955,0.0,1799.1,1799.1,1800.0,0.0,0.0,0.5833333333333334,2.9444444444444446,3.888888888888889,5.222222222222222,21.72222222222222,3.138888888888889,3.3055555555555554,3.6944444444444446,3.7222222222222223,3.7222222222222223,1.0,3.9845797230441695,0.0,0.0,,,,6.025,9.025,5281.6,1.0,0.925,0.9,0.9724864864864865
UC1_P40,run-20251203-231343_uc7_p40_m2000_r10_s256_DIRECT,0.97385,0.0,1947.7,1947.7,1950.0,0.0,0.0,0.23076923076923078,2.5641025641025643,3.7435897435897436,6.717948717948718,29.666666666666668,1.1794871794871795,2.3333333333333335,2.3333333333333335,2.7948717948717947,4.128205128205129,1.0,3.921179130991458,1.375,0.175,7.857142857142857,7.857142857142857,7.857142857142857,15.1,18.3,1875.375,1.0,0.975,0.975,0.9988205128205129
UC1_P40,run-20251203-231741_uc7_p40_m2000_r10_s256_DIRECT,0.9493,0.0,1898.6,1898.6,1900.0,0.0,0.0,0.3157894736842105,2.6842105263157894,4.131578947368421,6.447368421052632,29.44736842105263,1.763157894736842,2.3421052631578947,4.7894736842105265,5.052631578947368,5.868421052631579,1.0,3.983154240971152,0.55,0.05,11.0,11.0,11.0,7.625,10.8,9704.1,1.0,0.95,0.95,0.9992631578947369
UC1_P40,run-20251203-232148_uc7_p40_m2000_r10_s256_DIRECT,0.9736625,0.0,1947.325,1947.325,1950.0,0.0,0.0,0.23076923076923078,2.5641025641025643,3.41025641025641,6.794871794871795,38.56410256410256,1.4615384615384615,2.6153846153846154,2.6153846153846154,3.5641025641025643,5.871794871794871,1.0,4.146975464964472,0.4,0.025,16.0,16.0,16.0,16.05,19.25,1321.475,1.0,0.975,0.975,0.9986282051282052
UC1_P50,run-20251203-232900_uc7_p50_m2000_r10_s256_DIRECT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,0.0,30015.82,0.0,0.0,0.0,
UC1_P50,run-20251203-232954_uc7_p50_m2000_r10_s256_DIRECT,0.9393699999999999,0.0,1878.74,1878.74,1880.0,0.0,0.0,0.48936170212765956,3.25531914893617,4.212765957446808,7.851063829787234,32.4468085106383,1.8085106382978724,3.3404255319148937,3.3404255319148937,4.382978723404255,5.638297872340425,1.0,3.9582578228738567,0.44,0.08,5.5,5.5,5.5,12.16,14.78,5551.22,1.0,0.94,0.94,0.9993297872340425
UC1_P50,run-20251203-233355_uc7_p50_m2000_r10_s256_DIRECT,0.9590100000000001,0.0,1918.02,1918.02,1920.0,0.0,0.04,0.14583333333333334,2.2708333333333335,3.6875,7.854166666666667,58.125,1.5416666666666667,2.1666666666666665,2.25,4.0,6.604166666666667,1.0,3.863009464004549,3.56,0.18,19.77777777777778,19.77777777777778,19.77777777777778,16.92,19.58,1620.1,1.0,0.96,0.96,0.9989687500000001
