uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC5_P50,4,202.39809583333334,0.11132029895007316,202.257,202.52775
UC6_P50,5,202.40440598581844,0.08920671519754776,202.31023529411766,202.55064516129033
