uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC5_P50,5,0.9863839999999999,0.012266227211331195,0.9737399999999999,0.99958
UC6_P50,10,0.981774,0.0034921092002780717,0.97712,0.9878100000000001
