uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC1_P10,10,202.5522338095238,0.20662758617219765,202.347,202.889
UC1_P50,4,202.50813888888888,0.04823326166520519,202.44655555555556,202.56
UC2_P10,10,202.79231,0.07732009153872371,202.7025,202.9087
UC2_P50,10,202.464132,0.05930767999735266,202.38038,202.56638
