uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC1_P10,10,202.5522338095238,0.20662758617219765,202.347,202.889
UC1_P20,7,202.70921984126986,0.07355649741040142,202.62120000000002,202.833
UC1_P30,6,202.6268744047619,0.05017176570098218,202.538875,202.6728
UC1_P40,5,202.5547711111111,0.02021071650705603,202.523,202.57855555555557
UC1_P50,4,202.50813888888888,0.04823326166520519,202.44655555555556,202.56
