uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC2_P10,19,1.0,0.0,1.0,1.0
UC2_P20,20,1.0,0.0,1.0,1.0
UC2_P30,20,0.9998791666666665,0.00042693916051780146,0.9980833333333333,1.0
UC2_P40,20,0.993701875,0.011086856012123216,0.974925,1.0
UC2_P50,18,0.9844166666666667,0.017553555698121663,0.94,1.0
