uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC8_P10,10,223.71837,1.0072595947531164,221.2989,224.8998
UC8_P20,10,231.70518499999997,0.6162964740420536,230.6825,232.90045
UC8_P30,10,202.6845611494253,0.07177566849309681,202.52793333333332,202.79193333333333
UC8_P40,10,202.58295354925775,0.04172511366061392,202.50418421052632,202.63371794871793
UC8_P50,10,202.42251095133162,0.056526482374859556,202.34439583333335,202.52658
