uc,run,convergence_time_ms,convergence_time_s
UC8_P10,run-20251202-174059_uc8_p10_m2000_r10_s256_RELAY,223467.5,223.4675
UC8_P10,run-20251202-174524_uc8_p10_m2000_r10_s256_RELAY,224137.4,224.13739999999999
UC8_P10,run-20251202-174941_uc8_p10_m2000_r10_s256_RELAY,221298.9,221.2989
UC8_P10,run-20251202-175357_uc8_p10_m2000_r10_s256_RELAY,223996.5,223.9965
UC8_P10,run-20251202-175815_uc8_p10_m2000_r10_s256_RELAY,224851.2,224.8512
UC8_P10,run-20251202-180234_uc8_p10_m2000_r10_s256_RELAY,223207.3,223.20729999999998
UC8_P10,run-20251202-180654_uc8_p10_m2000_r10_s256_RELAY,223843.7,223.8437
UC8_P10,run-20251202-181111_uc8_p10_m2000_r10_s256_RELAY,223693.5,223.6935
UC8_P10,run-20251202-181528_uc8_p10_m2000_r10_s256_RELAY,223787.9,223.7879
UC8_P10,run-20251202-181946_uc8_p10_m2000_r10_s256_RELAY,224899.8,224.8998
UC8_P20,run-20251202-182409_uc8_p20_m2000_r10_s256_RELAY,231776.5,231.7765
UC8_P20,run-20251202-182838_uc8_p20_m2000_r10_s256_RELAY,231950.05,231.95004999999998
UC8_P20,run-20251202-183306_uc8_p20_m2000_r10_s256_RELAY,231469.0,231.469
UC8_P20,run-20251202-183735_uc8_p20_m2000_r10_s256_RELAY,231005.4,231.00539999999998
UC8_P20,run-20251202-184205_uc8_p20_m2000_r10_s256_RELAY,230682.5,230.6825
UC8_P20,run-20251202-184634_uc8_p20_m2000_r10_s256_RELAY,231834.9,231.8349
UC8_P20,run-20251202-185104_uc8_p20_m2000_r10_s256_RELAY,232900.45,232.90045
UC8_P20,run-20251202-185536_uc8_p20_m2000_r10_s256_RELAY,232184.85,232.18485
UC8_P20,run-20251202-190004_uc8_p20_m2000_r10_s256_RELAY,231815.5,231.8155
UC8_P20,run-20251202-190434_uc8_p20_m2000_r10_s256_RELAY,231432.7,231.4327
UC8_P30,run-20251202-200049_uc8_p30_m2000_r10_s256_RELAY,202527.93333333332,202.52793333333332
UC8_P30,run-20251202-200441_uc8_p30_m2000_r10_s256_RELAY,202677.72413793104,202.67772413793105
UC8_P30,run-20251202-200836_uc8_p30_m2000_r10_s256_RELAY,202729.26666666666,202.72926666666666
UC8_P30,run-20251202-201230_uc8_p30_m2000_r10_s256_RELAY,202646.62068965516,202.64662068965515
UC8_P30,run-20251202-201625_uc8_p30_m2000_r10_s256_RELAY,202693.93333333332,202.69393333333332
UC8_P30,run-20251202-202020_uc8_p30_m2000_r10_s256_RELAY,202691.46666666667,202.69146666666668
UC8_P30,run-20251202-202415_uc8_p30_m2000_r10_s256_RELAY,202706.13333333333,202.70613333333333
UC8_P30,run-20251202-202809_uc8_p30_m2000_r10_s256_RELAY,202791.93333333332,202.79193333333333
UC8_P30,run-20251202-203204_uc8_p30_m2000_r10_s256_RELAY,202634.83333333334,202.63483333333335
UC8_P30,run-20251202-203558_uc8_p30_m2000_r10_s256_RELAY,202745.76666666666,202.74576666666667
UC8_P40,run-20251202-204009_uc8_p40_m2000_r10_s256_RELAY,202504.18421052632,202.50418421052632
UC8_P40,run-20251202-204407_uc8_p40_m2000_r10_s256_RELAY,202633.71794871794,202.63371794871793
UC8_P40,run-20251202-204805_uc8_p40_m2000_r10_s256_RELAY,202619.325,202.619325
UC8_P40,run-20251202-205203_uc8_p40_m2000_r10_s256_RELAY,202588.375,202.588375
UC8_P40,run-20251202-205600_uc8_p40_m2000_r10_s256_RELAY,202595.76923076922,202.5957692307692
UC8_P40,run-20251202-205958_uc8_p40_m2000_r10_s256_RELAY,202598.10256410256,202.59810256410256
UC8_P40,run-20251202-210356_uc8_p40_m2000_r10_s256_RELAY,202578.53846153847,202.57853846153847
UC8_P40,run-20251202-210753_uc8_p40_m2000_r10_s256_RELAY,202604.92307692306,202.60492307692306
UC8_P40,run-20251202-211150_uc8_p40_m2000_r10_s256_RELAY,202515.35,202.51535
UC8_P40,run-20251202-211548_uc8_p40_m2000_r10_s256_RELAY,202591.25,202.59125
UC8_P50,run-20251202-212036_uc8_p50_m2000_r10_s256_RELAY,202411.77551020408,202.41177551020408
UC8_P50,run-20251202-212436_uc8_p50_m2000_r10_s256_RELAY,202423.25,202.42325
UC8_P50,run-20251202-212837_uc8_p50_m2000_r10_s256_RELAY,202444.78,202.44478
UC8_P50,run-20251202-213237_uc8_p50_m2000_r10_s256_RELAY,202440.83673469388,202.44083673469387
UC8_P50,run-20251202-213638_uc8_p50_m2000_r10_s256_RELAY,202526.58,202.52658
UC8_P50,run-20251202-214039_uc8_p50_m2000_r10_s256_RELAY,202451.625,202.451625
UC8_P50,run-20251202-214441_uc8_p50_m2000_r10_s256_RELAY,202464.12765957447,202.46412765957447
UC8_P50,run-20251202-214842_uc8_p50_m2000_r10_s256_RELAY,202368.8,202.3688
UC8_P50,run-20251202-215244_uc8_p50_m2000_r10_s256_RELAY,202344.39583333334,202.34439583333335
UC8_P50,run-20251202-215644_uc8_p50_m2000_r10_s256_RELAY,202348.9387755102,202.34893877551022
