uc,run,rt_avg_ms
UC2_P10,run-20251202-174059_uc8_p10_m2000_r10_s256_RELAY,20214.666666666668
UC2_P10,run-20251202-174524_uc8_p10_m2000_r10_s256_RELAY,1286.5
UC2_P10,run-20251202-174941_uc8_p10_m2000_r10_s256_RELAY,1285.6666666666667
UC2_P10,run-20251202-175357_uc8_p10_m2000_r10_s256_RELAY,2123.8571428571427
UC2_P10,run-20251202-175815_uc8_p10_m2000_r10_s256_RELAY,2459.2
UC2_P10,run-20251202-180234_uc8_p10_m2000_r10_s256_RELAY,1352.5
UC2_P10,run-20251202-180654_uc8_p10_m2000_r10_s256_RELAY,10631.0
UC2_P10,run-20251202-181111_uc8_p10_m2000_r10_s256_RELAY,2781.5
UC2_P10,run-20251202-181528_uc8_p10_m2000_r10_s256_RELAY,37512.2
UC2_P10,run-20251202-181946_uc8_p10_m2000_r10_s256_RELAY,16352.5
UC2_P10,run-20251203-110538_uc8_p10_m2000_r10_s256_RELAY,2646.285714285714
UC2_P10,run-20251203-110927_uc8_p10_m2000_r10_s256_RELAY,5792.285714285715
UC2_P10,run-20251203-111316_uc8_p10_m2000_r10_s256_RELAY,
UC2_P10,run-20251203-111359_uc8_p10_m2000_r10_s256_RELAY,11261.166666666666
UC2_P10,run-20251203-111747_uc8_p10_m2000_r10_s256_RELAY,2222.0
UC2_P10,run-20251203-112136_uc8_p10_m2000_r10_s256_RELAY,9099.125
UC2_P10,run-20251203-112526_uc8_p10_m2000_r10_s256_RELAY,1773.2857142857142
UC2_P10,run-20251203-112914_uc8_p10_m2000_r10_s256_RELAY,15971.25
UC2_P10,run-20251203-113303_uc8_p10_m2000_r10_s256_RELAY,18817.85714285714
UC2_P10,run-20251203-113652_uc8_p10_m2000_r10_s256_RELAY,2492.125
UC2_P20,run-20251202-182409_uc8_p20_m2000_r10_s256_RELAY,28801.35714285714
UC2_P20,run-20251202-182838_uc8_p20_m2000_r10_s256_RELAY,20564.866666666665
UC2_P20,run-20251202-183306_uc8_p20_m2000_r10_s256_RELAY,26816.4
UC2_P20,run-20251202-183735_uc8_p20_m2000_r10_s256_RELAY,1973.375
UC2_P20,run-20251202-184205_uc8_p20_m2000_r10_s256_RELAY,10201.8
UC2_P20,run-20251202-184634_uc8_p20_m2000_r10_s256_RELAY,1940.0714285714287
UC2_P20,run-20251202-185104_uc8_p20_m2000_r10_s256_RELAY,2297.090909090909
UC2_P20,run-20251202-185536_uc8_p20_m2000_r10_s256_RELAY,17351.8125
UC2_P20,run-20251202-190004_uc8_p20_m2000_r10_s256_RELAY,6945.692307692308
UC2_P20,run-20251202-190434_uc8_p20_m2000_r10_s256_RELAY,32405.25
UC2_P20,run-20251203-102336_uc8_p20_m2000_r10_s256_RELAY,2765.9375
UC2_P20,run-20251203-102728_uc8_p20_m2000_r10_s256_RELAY,2320.625
UC2_P20,run-20251203-103119_uc8_p20_m2000_r10_s256_RELAY,21524.6
UC2_P20,run-20251203-103510_uc8_p20_m2000_r10_s256_RELAY,18952.14285714286
UC2_P20,run-20251203-103901_uc8_p20_m2000_r10_s256_RELAY,2711.6363636363635
UC2_P20,run-20251203-104253_uc8_p20_m2000_r10_s256_RELAY,5419.5
UC2_P20,run-20251203-104644_uc8_p20_m2000_r10_s256_RELAY,14929.5
UC2_P20,run-20251203-105036_uc8_p20_m2000_r10_s256_RELAY,2658.823529411765
UC2_P20,run-20251203-105427_uc8_p20_m2000_r10_s256_RELAY,6530.133333333333
UC2_P20,run-20251203-105818_uc8_p20_m2000_r10_s256_RELAY,2505.6
UC2_P30,run-20251202-200049_uc8_p30_m2000_r10_s256_RELAY,5725.625
UC2_P30,run-20251202-200441_uc8_p30_m2000_r10_s256_RELAY,8420.5
UC2_P30,run-20251202-200836_uc8_p30_m2000_r10_s256_RELAY,3824.5
UC2_P30,run-20251202-201230_uc8_p30_m2000_r10_s256_RELAY,4371.52
UC2_P30,run-20251202-201625_uc8_p30_m2000_r10_s256_RELAY,1393.0526315789473
UC2_P30,run-20251202-202020_uc8_p30_m2000_r10_s256_RELAY,6446.2
UC2_P30,run-20251202-202415_uc8_p30_m2000_r10_s256_RELAY,1631.4782608695652
UC2_P30,run-20251202-202809_uc8_p30_m2000_r10_s256_RELAY,3648.9
UC2_P30,run-20251202-203204_uc8_p30_m2000_r10_s256_RELAY,7402.8
UC2_P30,run-20251202-203558_uc8_p30_m2000_r10_s256_RELAY,1604.8
UC2_P30,run-20251203-093940_uc8_p30_m2000_r10_s256_RELAY,7759.9
UC2_P30,run-20251203-094335_uc8_p30_m2000_r10_s256_RELAY,4979.105263157895
UC2_P30,run-20251203-094729_uc8_p30_m2000_r10_s256_RELAY,2429.3529411764707
UC2_P30,run-20251203-095124_uc8_p30_m2000_r10_s256_RELAY,12075.411764705883
UC2_P30,run-20251203-095518_uc8_p30_m2000_r10_s256_RELAY,2503.2105263157896
UC2_P30,run-20251203-095912_uc8_p30_m2000_r10_s256_RELAY,10982.09090909091
UC2_P30,run-20251203-100307_uc8_p30_m2000_r10_s256_RELAY,23676.045454545456
UC2_P30,run-20251203-100701_uc8_p30_m2000_r10_s256_RELAY,5024.105263157895
UC2_P30,run-20251203-101056_uc8_p30_m2000_r10_s256_RELAY,613.5238095238095
UC2_P30,run-20251203-101450_uc8_p30_m2000_r10_s256_RELAY,11458.111111111111
UC2_P40,run-20251202-204009_uc8_p40_m2000_r10_s256_RELAY,2048.92
UC2_P40,run-20251202-204407_uc8_p40_m2000_r10_s256_RELAY,5290.555555555556
UC2_P40,run-20251202-204805_uc8_p40_m2000_r10_s256_RELAY,17385.10714285714
UC2_P40,run-20251202-205203_uc8_p40_m2000_r10_s256_RELAY,6226.416666666667
UC2_P40,run-20251202-205600_uc8_p40_m2000_r10_s256_RELAY,7796.625
UC2_P40,run-20251202-205958_uc8_p40_m2000_r10_s256_RELAY,2173.181818181818
UC2_P40,run-20251202-210356_uc8_p40_m2000_r10_s256_RELAY,1843.8947368421052
UC2_P40,run-20251202-210753_uc8_p40_m2000_r10_s256_RELAY,3523.315789473684
UC2_P40,run-20251202-211150_uc8_p40_m2000_r10_s256_RELAY,11428.1
UC2_P40,run-20251202-211548_uc8_p40_m2000_r10_s256_RELAY,7752.2
UC2_P40,run-20251203-084935_uc8_p40_m2000_r10_s256_RELAY,6083.72
UC2_P40,run-20251203-085339_uc8_p40_m2000_r10_s256_RELAY,1401.5
UC2_P40,run-20251203-085736_uc8_p40_m2000_r10_s256_RELAY,6301.0
UC2_P40,run-20251203-090134_uc8_p40_m2000_r10_s256_RELAY,2220.137931034483
UC2_P40,run-20251203-090531_uc8_p40_m2000_r10_s256_RELAY,7699.592592592592
UC2_P40,run-20251203-090929_uc8_p40_m2000_r10_s256_RELAY,11764.64
UC2_P40,run-20251203-091326_uc8_p40_m2000_r10_s256_RELAY,7140.291666666667
UC2_P40,run-20251203-091723_uc8_p40_m2000_r10_s256_RELAY,13831.6
UC2_P40,run-20251203-092121_uc8_p40_m2000_r10_s256_RELAY,1669.2727272727273
UC2_P40,run-20251203-092518_uc8_p40_m2000_r10_s256_RELAY,3328.7083333333335
UC2_P50,run-20251202-212036_uc8_p50_m2000_r10_s256_RELAY,45785.175
UC2_P50,run-20251202-212436_uc8_p50_m2000_r10_s256_RELAY,25695.666666666668
UC2_P50,run-20251202-212837_uc8_p50_m2000_r10_s256_RELAY,12164.947368421053
UC2_P50,run-20251202-213237_uc8_p50_m2000_r10_s256_RELAY,32242.60606060606
UC2_P50,run-20251202-213638_uc8_p50_m2000_r10_s256_RELAY,31252.647058823528
UC2_P50,run-20251202-214441_uc8_p50_m2000_r10_s256_RELAY,12747.142857142857
UC2_P50,run-20251202-215244_uc8_p50_m2000_r10_s256_RELAY,21272.82051282051
UC2_P50,run-20251202-215644_uc8_p50_m2000_r10_s256_RELAY,17803.909090909092
UC2_P50,run-20251203-073300_uc8_p50_m2000_r10_s256_RELAY,22748.28205128205
UC2_P50,run-20251203-073706_uc8_p50_m2000_r10_s256_RELAY,20028.340425531915
UC2_P50,run-20251203-074106_uc8_p50_m2000_r10_s256_RELAY,21417.714285714286
UC2_P50,run-20251203-074507_uc8_p50_m2000_r10_s256_RELAY,44675.08571428571
UC2_P50,run-20251203-074907_uc8_p50_m2000_r10_s256_RELAY,9194.18918918919
UC2_P50,run-20251203-075308_uc8_p50_m2000_r10_s256_RELAY,23033.583333333332
UC2_P50,run-20251203-075710_uc8_p50_m2000_r10_s256_RELAY,21423.97619047619
UC2_P50,run-20251203-080110_uc8_p50_m2000_r10_s256_RELAY,27323.54761904762
UC2_P50,run-20251203-080512_uc8_p50_m2000_r10_s256_RELAY,24741.404761904763
UC2_P50,run-20251203-080913_uc8_p50_m2000_r10_s256_RELAY,1474.75
