uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC7_P10,7,202.74711785714285,0.31118087408902706,202.053,202.9238
UC7_P50,4,202.29038527874565,0.06623496718861367,202.23392682926828,202.376
UC8_P10,10,223.71837,1.0072595947531164,221.2989,224.8998
UC8_P50,8,202.4255855641645,0.05970052501765863,202.34439583333335,202.52658
