uc,avg_joined_ratio,std_joined_ratio,min_joined_ratio,max_joined_ratio,avg_saw_test_ratio,std_saw_test_ratio,min_saw_test_ratio,max_saw_test_ratio,runs_with_full_join,runs_with_any_miss,total_runs,valid_runs
UC7_P10,1.0,0.0,1.0,1.0,0.99,0.0316227766016838,0.9,1.0,10,0,10,10
UC7_P50,0.9511111111111111,0.020275875100994042,0.92,0.98,0.9444444444444444,0.01943650631615099,0.92,0.98,0,9,10,9
UC8_P10,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0,10,10
UC8_P50,1.0,0.0,1.0,1.0,0.975,0.020701966780270656,0.94,1.0,8,0,8,8
