uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC7_P10,10,0.9797,0.04217723187797994,0.89955,1.0
UC7_P50,9,0.9827174533602113,0.017272022666461523,0.95728125,0.9995
UC8_P10,10,1.0,0.0,1.0,1.0
UC8_P50,8,0.975,0.020701966780270656,0.94,1.0
