uc,run,rt_avg_ms
UC1_P10,run-20251202-191226_uc7_p10_m2000_r10_s256_DIRECT,66.0
UC1_P10,run-20251202-191603_uc7_p10_m2000_r10_s256_DIRECT,22514.0
UC1_P10,run-20251202-191938_uc7_p10_m2000_r10_s256_DIRECT,47.333333333333336
UC1_P10,run-20251202-192320_uc7_p10_m2000_r10_s256_DIRECT,77.42857142857143
UC1_P10,run-20251202-192701_uc7_p10_m2000_r10_s256_DIRECT,46997.6
UC1_P10,run-20251202-193039_uc7_p10_m2000_r10_s256_DIRECT,81.6
UC1_P10,run-20251202-193414_uc7_p10_m2000_r10_s256_DIRECT,7514.5
UC1_P10,run-20251202-193750_uc7_p10_m2000_r10_s256_DIRECT,80.85714285714286
UC1_P10,run-20251202-194128_uc7_p10_m2000_r10_s256_DIRECT,73.8
UC1_P10,run-20251202-194504_uc7_p10_m2000_r10_s256_DIRECT,79.25
UC1_P10,run-20251203-110548_uc7_p10_m2000_r10_s256_DIRECT,25203.571428571428
UC1_P10,run-20251203-110935_uc7_p10_m2000_r10_s256_DIRECT,22846.4
UC1_P10,run-20251203-111324_uc7_p10_m2000_r10_s256_DIRECT,19721.833333333332
UC1_P10,run-20251203-111709_uc7_p10_m2000_r10_s256_DIRECT,16121.857142857143
UC1_P10,run-20251203-112101_uc7_p10_m2000_r10_s256_DIRECT,24713.85714285714
UC1_P10,run-20251203-112448_uc7_p10_m2000_r10_s256_DIRECT,8544.0
UC1_P10,run-20251203-112831_uc7_p10_m2000_r10_s256_DIRECT,46.75
UC1_P10,run-20251203-113217_uc7_p10_m2000_r10_s256_DIRECT,90.0
UC1_P10,run-20251203-113606_uc7_p10_m2000_r10_s256_DIRECT,48.75
UC1_P10,run-20251203-113952_uc7_p10_m2000_r10_s256_DIRECT,75.28571428571429
UC1_P50,run-20251202-111206_uc7_p50_m2000_r10_s256_DIRECT,1755.2222222222222
UC1_P50,run-20251202-111555_uc7_p50_m2000_r10_s256_DIRECT,1171.7307692307693
UC1_P50,run-20251202-111939_uc7_p50_m2000_r10_s256_DIRECT,7033.521739130435
UC1_P50,run-20251202-112319_uc7_p50_m2000_r10_s256_DIRECT,95.80434782608695
UC1_P50,run-20251202-112700_uc7_p50_m2000_r10_s256_DIRECT,2871.3488372093025
UC1_P50,run-20251202-113042_uc7_p50_m2000_r10_s256_DIRECT,41.19565217391305
UC1_P50,run-20251202-113424_uc7_p50_m2000_r10_s256_DIRECT,860.4545454545455
UC1_P50,run-20251202-113811_uc7_p50_m2000_r10_s256_DIRECT,146.91836734693877
UC1_P50,run-20251202-114152_uc7_p50_m2000_r10_s256_DIRECT,51.35
UC1_P50,run-20251202-114532_uc7_p50_m2000_r10_s256_DIRECT,
UC1_P50,run-20251203-074037_uc7_p50_m2000_r10_s256_DIRECT,251.6734693877551
UC1_P50,run-20251203-074522_uc7_p50_m2000_r10_s256_DIRECT,4586.204545454545
UC1_P50,run-20251203-074937_uc7_p50_m2000_r10_s256_DIRECT,115.83333333333333
UC1_P50,run-20251203-075350_uc7_p50_m2000_r10_s256_DIRECT,1862.375
UC1_P50,run-20251203-075806_uc7_p50_m2000_r10_s256_DIRECT,68.14583333333333
UC1_P50,run-20251203-080219_uc7_p50_m2000_r10_s256_DIRECT,133.85
UC1_P50,run-20251203-080635_uc7_p50_m2000_r10_s256_DIRECT,986.2391304347826
UC1_P50,run-20251203-081051_uc7_p50_m2000_r10_s256_DIRECT,94.52173913043478
UC1_P50,run-20251203-081509_uc7_p50_m2000_r10_s256_DIRECT,2724.1521739130435
UC1_P50,run-20251203-081926_uc7_p50_m2000_r10_s256_DIRECT,679.953488372093
UC2_P10,run-20251202-174059_uc8_p10_m2000_r10_s256_RELAY,20214.666666666668
UC2_P10,run-20251202-174524_uc8_p10_m2000_r10_s256_RELAY,1286.5
UC2_P10,run-20251202-174941_uc8_p10_m2000_r10_s256_RELAY,1285.6666666666667
