uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC3_P10,10,0.990295,0.0021037598616656856,0.98675,0.9935
UC3_P50,10,0.9900983013328576,0.0036269232528742977,0.9853478260869565,0.9949411764705883
UC4_P10,10,0.9990718055555556,0.001570158869811813,0.9951428571428572,1.0
UC4_P50,10,0.99790405231609,0.0013750711350813628,0.995219512195122,0.9994487179487178
