received_unique,recv_total,total_expected,delivery_rate,duplicate_rate,duplicates,out_of_order,lagged_events,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,convergence_time_ms,pr_avg_ratio,rt_avg_ms,rt_p50_ms,rt_p90_ms,rt_max_ms,disconnect_events,reconnect_events,reconnect_samples,joined,join_wait_ms,saw_test,timed_out_no_data,peer,uc,run,sender_joined
2000,2000,2000,1.0,0.0,0,223,0,0.0,118.0,259.0,380.0,688.0,0.0,1.0,2.0,2.0,3.0,202543.0,1.0,123.0,34.0,330.0,330.0,5,5,3,True,739,True,False,peer1,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,110,0,35.0,103.0,310.0,516.0,742.0,0.0,0.0,1.0,3.0,4.0,,1.0,1852.0,1129.0,3797.0,3797.0,4,3,3,True,2646,True,False,peer10,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,269,0,83.0,256.0,453.0,661.0,905.0,1.0,2.0,3.0,4.0,5.0,,1.0,200.0,200.0,200.0,200.0,1,1,1,True,1999,True,False,peer2,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,164,0,35.0,117.0,305.0,455.0,700.0,0.0,0.0,2.0,3.0,4.0,,1.0,434.0,434.0,434.0,434.0,2,1,1,True,896,True,False,peer3,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,198,0,34.0,130.0,307.0,498.0,1488.0,0.0,0.0,2.0,3.0,4.0,,1.0,2036.0,3898.0,3898.0,3898.0,3,2,2,True,890,True,False,peer4,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1988,1988,2000,0.994,0.0,0,274,0,80.0,259.0,469.0,684.0,928.0,1.0,2.0,3.0,4.0,5.0,,1.0,,,,,0,0,0,True,2052,True,False,peer5,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1930,1930,2000,0.965,0.0,0,249,0,84.0,265.0,458.0,686.0,821.0,1.0,2.0,3.0,4.0,4.0,,1.0,,,,,0,0,0,True,7868,True,False,peer6,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1961,1961,2000,0.9805,0.0,0,277,0,80.0,261.0,472.0,672.0,820.0,1.0,2.0,3.0,4.0,5.0,,1.0,,,,,0,0,0,True,4821,True,False,peer7,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,208,0,36.0,140.0,314.0,498.0,1123.0,0.0,0.0,2.0,3.0,4.0,,1.0,56832.0,56832.0,56832.0,56832.0,1,1,1,True,905,True,False,peer8,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
1998,1998,2000,0.999,0.0,0,126,0,36.0,103.0,305.0,502.0,738.0,0.0,0.0,1.0,3.0,4.0,,1.0,182.0,56.0,489.0,489.0,4,3,3,True,902,True,False,peer9,UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,True
