uc,run,rt_avg_ms
UC3_P10,run-20251201-173058_uc3_p10_m2000_r10_s256_DIRECT,8808.42857142857
UC3_P10,run-20251201-173444_uc3_p10_m2000_r10_s256_DIRECT,8303.125
UC3_P10,run-20251201-173829_uc3_p10_m2000_r10_s256_DIRECT,9386.857142857143
UC3_P10,run-20251201-174216_uc3_p10_m2000_r10_s256_DIRECT,19780.625
UC3_P10,run-20251201-174603_uc3_p10_m2000_r10_s256_DIRECT,4592.2
UC3_P10,run-20251201-174948_uc3_p10_m2000_r10_s256_DIRECT,5226.777777777777
UC3_P10,run-20251201-175334_uc3_p10_m2000_r10_s256_DIRECT,4748.111111111111
UC3_P10,run-20251201-175720_uc3_p10_m2000_r10_s256_DIRECT,12154.42857142857
UC3_P10,run-20251201-180105_uc3_p10_m2000_r10_s256_DIRECT,2179.8888888888887
UC3_P10,run-20251201-180451_uc3_p10_m2000_r10_s256_DIRECT,2431.5555555555557
UC3_P50,run-20251201-201129_uc3_p50_m2000_r10_s256_DIRECT,3215.6060606060605
UC3_P50,run-20251201-201529_uc3_p50_m2000_r10_s256_DIRECT,5409.931818181818
UC3_P50,run-20251201-201929_uc3_p50_m2000_r10_s256_DIRECT,2838.0
UC3_P50,run-20251201-202329_uc3_p50_m2000_r10_s256_DIRECT,2422.128205128205
UC3_P50,run-20251201-202729_uc3_p50_m2000_r10_s256_DIRECT,1822.212765957447
UC3_P50,run-20251201-203129_uc3_p50_m2000_r10_s256_DIRECT,3970.7380952380954
UC3_P50,run-20251201-203529_uc3_p50_m2000_r10_s256_DIRECT,2113.288888888889
UC3_P50,run-20251201-203929_uc3_p50_m2000_r10_s256_DIRECT,2944.181818181818
UC3_P50,run-20251201-204333_uc3_p50_m2000_r10_s256_DIRECT,4116.305555555556
UC3_P50,run-20251201-204734_uc3_p50_m2000_r10_s256_DIRECT,3397.527777777778
UC4_P10,run-20251201-165245_uc4_p10_m2000_r10_s256_RELAY,3729.25
UC4_P10,run-20251201-165640_uc4_p10_m2000_r10_s256_RELAY,10508.444444444445
UC4_P10,run-20251201-170028_uc4_p10_m2000_r10_s256_RELAY,1795.625
UC4_P10,run-20251201-170416_uc4_p10_m2000_r10_s256_RELAY,843.7777777777778
UC4_P10,run-20251201-170805_uc4_p10_m2000_r10_s256_RELAY,7939.1
UC4_P10,run-20251201-171153_uc4_p10_m2000_r10_s256_RELAY,13562.57142857143
UC4_P10,run-20251201-171541_uc4_p10_m2000_r10_s256_RELAY,4429.222222222223
UC4_P10,run-20251201-171929_uc4_p10_m2000_r10_s256_RELAY,1272.3
UC4_P10,run-20251201-172318_uc4_p10_m2000_r10_s256_RELAY,6453.5
UC4_P10,run-20251201-172706_uc4_p10_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221723_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221813_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221902_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221952_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222041_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222130_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222219_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222309_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222358_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251202-021113_uc4_p50_m2000_r10_s256_RELAY,2697.6315789473683
UC4_P50,run-20251202-021507_uc4_p50_m2000_r10_s256_RELAY,5556.666666666667
UC4_P50,run-20251202-021902_uc4_p50_m2000_r10_s256_RELAY,3107.75
UC4_P50,run-20251202-022257_uc4_p50_m2000_r10_s256_RELAY,3288.4358974358975
UC4_P50,run-20251202-022651_uc4_p50_m2000_r10_s256_RELAY,2194.2051282051284
UC4_P50,run-20251202-023045_uc4_p50_m2000_r10_s256_RELAY,3473.186046511628
UC4_P50,run-20251202-023440_uc4_p50_m2000_r10_s256_RELAY,2801.6363636363635
UC4_P50,run-20251202-023835_uc4_p50_m2000_r10_s256_RELAY,4801.875
UC4_P50,run-20251202-024230_uc4_p50_m2000_r10_s256_RELAY,2089.6976744186045
UC4_P50,run-20251202-024625_uc4_p50_m2000_r10_s256_RELAY,3426.268292682927
