uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC1_P50,4,202.50813888888888,0.04823326166520519,202.44655555555556,202.56
UC2_P50,10,202.464132,0.05930767999735266,202.38038,202.56638
