uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC3_P10,8,215.492375,1.2870159214799468,213.364,217.554
UC3_P20,3,216.24741666666668,0.7638707487745098,215.37,216.76425
UC3_P30,1,212.895,,212.895,212.895
UC3_P40,3,210.1715,2.772282498231383,207.3915,212.936
UC3_P50,0,,,,
