uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC3_P10,8,215.492375,1.2870159214799468,213.364,217.554
UC3_P50,0,,,,
UC4_P10,10,202.51471285714285,0.09599377628575509,202.3052,202.65375
UC4_P50,7,202.51415594689487,0.13277710554641442,202.32925,202.74432258064516
