uc,run,delivery_rate,duplicate_rate,received_unique,recv_total,total_expected,duplicates,out_of_order,churn_pct,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,pr_avg_ratio,avg_connected_peers,downtime_total_ms,downtime_periods,downtime_p50_ms,downtime_p90_ms,downtime_max_ms,neighbour_down,neighbour_up,join_wait_ms,sender_joined,joined,saw_test,delivery_rate_joined_only
UC7_P10_C30,run-20251218-073749_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9864499999999999,0.0,1972.9,1972.9,2000.0,0.0,180.5,30.0,32.5,146.9,523.2,4162.7,4869.1,0.4,1.0,1.7,2.4,3.5,1.0,3.5261513151651487,121.8,0.2,609.0,609.0,609.0,3.1,6.0,3302.7,1.0,1.0,1.0,0.9864499999999999
UC7_P10_C30,run-20251218-074156_uc11_p10_c30_m2000_r10_s256_DIRECT,0.98865,0.0,1977.3,1977.3,2000.0,0.0,238.1,30.0,40.6,164.7,953.7,4889.8,5777.3,0.2,0.5,1.8,3.0,4.4,1.0,3.283949237610507,426.1,0.2,3158.0,3158.0,3158.0,4.8,7.5,2786.6,1.0,1.0,1.0,0.98865
UC7_P10_C30,run-20251218-074559_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9891500000000001,0.0,1978.3,1978.3,2000.0,0.0,222.3,30.0,45.2,207.2,666.6,3662.5,4230.5,0.3,1.1,2.3,3.3,4.3,1.0,3.490565895947726,103.4,0.1,1034.0,1034.0,1034.0,3.2,6.1,2839.4,1.0,1.0,1.0,0.9891500000000001
UC7_P10_C30,run-20251218-075004_uc11_p10_c30_m2000_r10_s256_DIRECT,0.98415,0.0,1968.3,1968.3,2000.0,0.0,218.5,30.0,50.3,178.8,472.2,4421.1,5091.4,0.4,0.9,2.3,3.0,4.1,1.0,3.2079299830421055,0.0,0.0,,,,2.9,6.3,3771.3,1.0,1.0,1.0,0.98415
UC7_P10_C30,run-20251218-075406_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9906,0.0,1981.2,1981.2,2000.0,0.0,248.8,30.0,41.5,186.3,705.8,4125.7,4836.7,0.2,0.6,2.1,3.1,4.2,1.0,3.544927494328955,0.0,0.0,,,,4.0,6.8,2372.6,1.0,1.0,1.0,0.9906
UC7_P10_C30,run-20251218-075809_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9898,0.0,1979.6,1979.6,2000.0,0.0,194.0,30.0,32.9,192.1,460.1,3990.5,7118.4,0.2,0.9,2.3,3.5,4.9,1.0,3.7176163365857433,168.1,0.2,840.5,840.5,840.5,5.3,8.5,2787.6,1.0,1.0,1.0,0.9898
UC7_P10_C30,run-20251218-080213_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9916,0.0,1983.2,1983.2,2000.0,0.0,192.4,30.0,35.4,170.6,435.2,4085.4,5145.3,0.3,0.6,1.7,3.1,4.4,1.0,2.931431368298195,665.6,0.3,2218.6666666666665,2218.6666666666665,2218.6666666666665,4.8,7.0,2167.3,1.0,1.0,1.0,0.9916
UC7_P10_C30,run-20251218-080616_uc11_p10_c30_m2000_r10_s256_DIRECT,0.8880000000000001,0.0,1776.0,1776.0,1800.0,0.0,183.4,30.0,33.111111111111114,176.0,449.77777777777777,2758.777777777778,3500.0,0.0,0.6666666666666666,1.7777777777777777,3.111111111111111,4.222222222222222,1.0,3.61650720653705,0.0,0.0,,,,4.9,7.2,23718.0,1.0,0.9,0.9,0.9866666666666668
UC7_P10_C30,run-20251218-081020_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9859500000000001,0.0,1971.9,1971.9,2000.0,0.0,236.1,30.0,46.6,179.4,386.3,3695.7,4435.6,0.3,0.9,2.3,2.9,4.2,1.0,3.397136560582946,170.7,0.2,853.5,853.5,853.5,3.8,7.2,2879.2,1.0,1.0,1.0,0.9859500000000001
UC7_P10_C30,run-20251218-081423_uc11_p10_c30_m2000_r10_s256_DIRECT,0.9957499999999999,0.0,1991.5,1991.5,2000.0,0.0,171.8,30.0,31.2,124.6,362.7,3455.2,4367.5,0.1,0.7,1.1,2.8,4.1,1.0,4.023056578738827,10.3,0.1,103.0,103.0,103.0,5.2,8.4,1266.0,1.0,1.0,1.0,0.9957499999999999
UC7_P50_C30,run-20251214-232000_uc11_p50_c30_m2000_r10_s256_DIRECT,0.99361,0.0,1987.22,1987.22,2000.0,0.0,135.66,30.0,13.24,52.54,235.6,3121.72,4458.32,0.82,4.12,5.52,8.08,12.3,1.0,3.2193720729173663,2369.12,0.36,7397.1875,7397.1875,7397.1875,17.96,20.82,2126.52,1.0,1.0,1.0,0.99361
UC7_P50_C30,run-20251214-232408_uc11_p50_c30_m2000_r10_s256_DIRECT,0.9773900000000001,0.0,1954.78,1954.78,1960.0,0.0,132.42,30.0,13.46938775510204,49.816326530612244,104.65306122448979,2839.6530612244896,3618.1632653061224,0.7959183673469388,3.0,3.9183673469387754,5.795918367346939,9.428571428571429,1.0,3.188918866035003,88.52,0.48,174.58823529411765,196.64705882352942,196.64705882352942,17.62,20.28,6667.76,1.0,0.98,0.98,0.9973367346938776
UC7_P50_C30,run-20251214-232818_uc11_p50_c30_m2000_r10_s256_DIRECT,0.9752299999999999,0.0,1950.46,1950.46,1960.0,0.0,129.06,30.0,13.73469387755102,49.53061224489796,102.73469387755102,2912.7551020408164,3660.816326530612,0.9591836734693877,2.9591836734693877,4.387755102040816,6.469387755102041,10.387755102040817,1.0,3.772823307472589,9.86,0.06,164.33333333333334,164.33333333333334,164.33333333333334,18.9,21.66,5522.96,1.0,0.98,0.98,0.9951326530612244
UC7_P50_C30,run-20251214-233226_uc11_p50_c30_m2000_r10_s256_DIRECT,0.97658,0.0,1953.16,1953.16,1960.0,0.0,118.84,30.0,13.0,45.0,97.42857142857143,2996.0204081632655,3762.265306122449,1.0204081632653061,4.387755102040816,5.36734693877551,6.204081632653061,8.387755102040817,1.0,3.4720433392187955,11.66,0.16,83.0,83.0,83.0,19.42,22.04,5210.06,1.0,0.98,0.98,0.9965102040816327
UC7_P50_C30,run-20251214-233634_uc11_p50_c30_m2000_r10_s256_DIRECT,0.97536,0.0,1950.72,1950.72,1960.0,0.0,130.66,30.0,13.510204081632653,48.183673469387756,111.75510204081633,3005.938775510204,3898.2448979591836,0.8571428571428571,3.857142857142857,5.285714285714286,6.73469387755102,9.204081632653061,1.0,3.469012791979954,67.88,0.36,199.52941176470588,199.52941176470588,199.52941176470588,18.44,21.36,6962.54,1.0,0.98,0.98,0.995265306122449
UC7_P50_C30,run-20251214-234043_uc11_p50_c30_m2000_r10_s256_DIRECT,0.99572,0.0,1991.44,1991.44,2000.0,0.0,128.22,30.0,13.0,46.88,224.08,2994.76,3880.02,0.68,2.48,4.54,7.48,11.24,1.0,3.6013207093857518,33.02,0.24,137.11111111111111,159.66666666666666,159.66666666666666,19.96,22.9,3131.86,1.0,1.0,1.0,0.99572
UC7_P50_C30,run-20251214-234453_uc11_p50_c30_m2000_r10_s256_DIRECT,0.97521,0.0,1950.42,1950.42,1960.0,0.0,124.46,30.0,13.571428571428571,47.38775510204081,99.9795918367347,2874.9795918367345,3639.0,0.9387755102040817,3.061224489795918,4.346938775510204,5.653061224489796,7.857142857142857,1.0,3.693619080385374,3356.48,0.22,16781.4,16781.4,16781.4,17.6,20.64,7037.22,1.0,0.98,0.98,0.9951122448979592
UC7_P50_C30,run-20251214-234902_uc11_p50_c30_m2000_r10_s256_DIRECT,0.96825,0.0,1936.5,1936.5,1960.0,0.0,128.58,30.0,13.244897959183673,48.244897959183675,101.9795918367347,3038.1632653061224,3748.0204081632655,0.6122448979591837,3.510204081632653,6.142857142857143,8.428571428571429,11.979591836734693,1.0,3.2215070936905588,519.5,0.34,704.6666666666666,2115.5833333333335,2115.5833333333335,18.2,20.68,7084.4,1.0,0.98,0.98,0.9880102040816326
UC7_P50_C30,run-20251214-235310_uc11_p50_c30_m2000_r10_s256_DIRECT,0.99643,0.0,1992.86,1992.86,2000.0,0.0,139.34,30.0,13.04,49.88,121.84,2878.94,3748.22,0.84,3.24,4.14,5.32,9.48,1.0,3.6134220458005384,50.78,0.26,204.66666666666666,204.66666666666666,204.66666666666666,19.94,22.94,1000.88,1.0,1.0,1.0,0.99643
UC7_P50_C30,run-20251214-235718_uc11_p50_c30_m2000_r10_s256_DIRECT,0.97479,0.0,1949.58,1949.58,1960.0,0.0,119.9,30.0,13.142857142857142,48.53061224489796,105.61224489795919,2946.122448979592,3828.5510204081634,0.8367346938775511,3.5510204081632653,5.183673469387755,6.346938775510204,9.346938775510203,1.0,3.388401497249218,27.16,0.18,150.88888888888889,150.88888888888889,150.88888888888889,18.62,21.1,6221.52,1.0,0.98,0.98,0.9946836734693878
UC8_P10_C30,run-20251218-133436_uc12_p10_c30_m2000_r10_s256_RELAY,0.89765,0.0,1795.3,1795.3,1800.0,0.0,173.7,30.0,37.666666666666664,162.33333333333334,1074.111111111111,3986.3333333333335,4657.111111111111,0.4444444444444444,0.7777777777777778,1.5555555555555556,2.7777777777777777,3.888888888888889,1.0,3.8685307079942337,82.4,0.1,824.0,824.0,824.0,4.2,6.8,22021.0,1.0,0.9,0.9,0.9973888888888889
UC8_P10_C30,run-20251218-133848_uc12_p10_c30_m2000_r10_s256_RELAY,0.8,0.0,1600.0,1600.0,1600.0,0.0,131.6,30.0,30.375,128.75,704.0,3835.0,4470.5,0.25,0.75,1.375,2.25,3.375,1.0,3.3935696462799405,10.6,0.1,106.0,106.0,106.0,2.8,4.9,42816.3,1.0,0.8,0.8,1.0
UC8_P10_C30,run-20251218-134255_uc12_p10_c30_m2000_r10_s256_RELAY,0.9,0.0,1800.0,1800.0,1800.0,0.0,144.8,30.0,36.111111111111114,137.44444444444446,501.44444444444446,5075.555555555556,6013.666666666667,0.5555555555555556,0.8888888888888888,1.6666666666666667,2.6666666666666665,3.888888888888889,1.0,3.642184969301213,40.3,0.1,403.0,403.0,403.0,3.4,5.9,21984.4,1.0,0.9,0.9,1.0
UC8_P10_C30,run-20251218-134701_uc12_p10_c30_m2000_r10_s256_RELAY,0.6998,0.0,1399.6,1399.6,1400.0,0.0,111.0,30.0,30.571428571428573,134.85714285714286,2648.0,5870.714285714285,6535.714285714285,0.2857142857142857,0.42857142857142855,1.2857142857142858,2.0,2.857142857142857,1.0,3.2306825496948375,267.9,0.1,2679.0,2679.0,2679.0,2.5,4.5,63949.0,1.0,0.7,0.7,0.9997142857142858
UC8_P10_C30,run-20251218-135109_uc12_p10_c30_m2000_r10_s256_RELAY,0.6939,0.0,1387.8,1387.8,1400.0,0.0,96.2,30.0,31.142857142857142,113.85714285714286,445.14285714285717,5619.285714285715,6407.142857142857,0.14285714285714285,0.8571428571428571,1.0,1.8571428571428572,2.5714285714285716,1.0,2.7946101073786513,32.4,0.2,162.0,162.0,162.0,1.7,3.5,65138.2,1.0,0.7,0.7,0.9912857142857143
UC8_P10_C30,run-20251218-135515_uc12_p10_c30_m2000_r10_s256_RELAY,0.8,0.0,1600.0,1600.0,1600.0,0.0,133.1,30.0,36.0,132.75,376.25,3130.0,3925.75,0.375,0.75,1.25,2.125,3.25,1.0,3.429507580279749,0.0,0.0,,,,2.8,4.9,42854.6,1.0,0.8,0.8,1.0
UC8_P10_C30,run-20251218-135922_uc12_p10_c30_m2000_r10_s256_RELAY,0.9994500000000001,0.0,1998.9,1998.9,2000.0,0.0,161.5,30.0,31.5,132.5,2330.1,5524.2,6398.1,0.4,0.8,1.3,2.3,3.6,1.0,3.5737330899574866,74.7,0.1,747.0,747.0,747.0,5.6,8.0,1367.0,1.0,1.0,1.0,0.9994500000000001
UC8_P10_C30,run-20251218-140330_uc12_p10_c30_m2000_r10_s256_RELAY,0.6998,0.0,1399.6,1399.6,1400.0,0.0,130.1,30.0,33.142857142857146,166.28571428571428,879.7142857142857,4803.857142857143,5493.857142857143,0.42857142857142855,1.0,1.5714285714285714,2.4285714285714284,3.4285714285714284,1.0,3.0993747710975916,75.4,0.2,377.0,377.0,377.0,1.1,3.1,63996.3,1.0,0.7,0.7,0.9997142857142858
UC8_P10_C30,run-20251218-140736_uc12_p10_c30_m2000_r10_s256_RELAY,0.8,0.0,1600.0,1600.0,1600.0,0.0,129.6,30.0,31.125,92.625,267.0,1447.875,1951.125,0.375,0.625,1.375,2.125,3.125,1.0,3.6382449362590035,201.0,0.2,1005.0,1005.0,1005.0,2.7,5.3,42928.6,1.0,0.8,0.8,1.0
UC8_P10_C30,run-20251218-141142_uc12_p10_c30_m2000_r10_s256_RELAY,0.6997,0.0,1399.4,1399.4,1400.0,0.0,75.7,30.0,29.714285714285715,115.42857142857143,3098.714285714286,9157.285714285714,10135.285714285714,0.42857142857142855,1.0,1.2857142857142858,2.4285714285714284,3.2857142857142856,1.0,2.7954604139166195,56.6,0.1,566.0,566.0,566.0,2.1,4.1,63626.4,1.0,0.7,0.7,0.9995714285714286
UC8_P50_C30,run-20251220-142308_uc12_p50_c30_m2000_r10_s256_RELAY,0.87898,0.0,1757.96,1757.96,1760.0,0.0,297.88,30.0,69.25,374.8636363636364,1303.9772727272727,5140.954545454545,6873.704545454545,0.7954545454545454,1.9545454545454546,3.75,6.0,9.568181818181818,1.0,3.8999365508613,80.7,0.18,448.3333333333333,448.3333333333333,448.3333333333333,14.2,16.66,26421.18,1.0,0.88,0.88,0.9988409090909091
UC8_P50_C30,run-20251220-142721_uc12_p50_c30_m2000_r10_s256_RELAY,0.7574299999999999,0.0,1514.86,1514.86,1560.0,0.0,224.2,30.0,62.8974358974359,350.94871794871796,1714.0,5008.102564102564,8465.97435897436,0.7948717948717948,1.794871794871795,3.717948717948718,6.128205128205129,10.0,1.0,4.048415531618891,200.1,0.22,805.5,805.5,805.5,12.34,14.52,47207.5,1.0,0.78,0.78,0.9710641025641025
UC8_P50_C30,run-20251220-143133_uc12_p50_c30_m2000_r10_s256_RELAY,0.65983,0.0,1319.66,1319.66,1320.0,0.0,189.16,30.0,70.12121212121212,379.8181818181818,1056.7272727272727,3975.6060606060605,5539.090909090909,0.8181818181818182,1.8181818181818181,3.606060606060606,5.909090909090909,8.545454545454545,1.0,3.7467222147130133,51.96,0.08,649.5,649.5,649.5,8.08,10.18,72217.86,1.0,0.66,0.66,0.9997424242424243
UC8_P50_C30,run-20251220-143545_uc12_p50_c30_m2000_r10_s256_RELAY,0.79825,0.0,1596.5,1596.5,1600.0,0.0,255.3,30.0,63.95,414.625,1065.9,4963.875,6088.2,0.825,2.175,4.275,6.4,9.1,1.0,4.0390133450434815,281.06,0.16,1905.142857142857,1905.142857142857,1905.142857142857,9.2,11.72,43481.36,1.0,0.8,0.8,0.9978125
UC8_P50_C30,run-20251220-143957_uc12_p50_c30_m2000_r10_s256_RELAY,0.77866,0.0,1557.32,1557.32,1560.0,0.0,268.94,30.0,70.41025641025641,441.20512820512823,1105.3333333333333,4688.846153846154,5835.7692307692305,1.1025641025641026,2.5128205128205128,4.538461538461538,6.461538461538462,9.102564102564102,1.0,4.0398929790438665,97.14,0.14,710.0,710.0,710.0,10.26,12.48,47430.1,1.0,0.78,0.78,0.9982820512820513
UC8_P50_C30,run-20251220-144411_uc12_p50_c30_m2000_r10_s256_RELAY,0.75908,0.0,1518.16,1518.16,1520.0,0.0,241.64,30.0,56.026315789473685,379.2894736842105,848.0526315789474,4908.736842105263,6482.4473684210525,0.631578947368421,2.0789473684210527,4.026315789473684,6.184210526315789,9.421052631578947,1.0,3.75676627018453,2126.6,0.4,7821.7692307692305,7905.615384615385,7905.615384615385,13.22,15.34,51525.18,1.0,0.76,0.76,0.9987894736842106
UC8_P50_C30,run-20251220-144823_uc12_p50_c30_m2000_r10_s256_RELAY,0.70103,0.0,1402.06,1402.06,1440.0,0.0,191.7,30.0,70.22222222222223,375.8888888888889,1128.75,4670.5,5622.166666666667,0.8055555555555556,1.75,3.5,5.861111111111111,8.166666666666666,1.0,3.9982629063338258,154.44,0.12,1383.0,1383.0,1383.0,8.8,11.12,60215.76,1.0,0.72,0.72,0.9736527777777779
UC8_P50_C30,run-20251220-145235_uc12_p50_c30_m2000_r10_s256_RELAY,0.6773399999999999,0.0,1354.68,1354.68,1360.0,0.0,236.86,30.0,77.67647058823529,447.70588235294116,2123.5588235294117,13317.20588235294,14472.617647058823,0.8529411764705882,2.5,4.4411764705882355,6.529411764705882,8.911764705882353,1.0,4.015025221915029,60.9,0.16,414.14285714285717,414.14285714285717,414.14285714285717,8.2,10.38,68515.38,1.0,0.68,0.68,0.9960882352941176
UC8_P50_C30,run-20251220-145659_uc12_p50_c30_m2000_r10_s256_RELAY,0.5824900000000001,0.0,1164.98,1164.98,1200.0,0.0,188.24,30.0,66.43333333333334,368.2,1104.6666666666667,5702.733333333334,7470.1,0.7,1.8333333333333333,3.8,6.033333333333333,8.433333333333334,1.0,3.717901460112057,83.68,0.1,836.8,836.8,836.8,8.46,10.18,85081.5,1.0,0.6,0.6,0.9708166666666667
UC8_P50_C30,run-20251220-150111_uc12_p50_c30_m2000_r10_s256_RELAY,0.8048000000000001,0.0,1609.6,1609.6,1640.0,0.0,280.04,30.0,67.1219512195122,363.5365853658537,1881.780487804878,5168.90243902439,8063.073170731707,0.6829268292682927,1.8048780487804879,3.951219512195122,6.195121951219512,10.146341463414634,1.0,3.621203874224265,572.28,0.4,1531.7222222222222,1531.7222222222222,1531.7222222222222,14.7,16.84,39283.36,1.0,0.82,0.82,0.9814634146341464
