uc,run,avg_connected_peers
UC7_P10_C30,run-20251218-073749_uc11_p10_c30_m2000_r10_s256_DIRECT,3.5261513151651487
UC7_P10_C30,run-20251218-074156_uc11_p10_c30_m2000_r10_s256_DIRECT,3.283949237610507
UC7_P10_C30,run-20251218-074559_uc11_p10_c30_m2000_r10_s256_DIRECT,3.490565895947726
UC7_P10_C30,run-20251218-075004_uc11_p10_c30_m2000_r10_s256_DIRECT,3.2079299830421055
UC7_P10_C30,run-20251218-075406_uc11_p10_c30_m2000_r10_s256_DIRECT,3.544927494328955
UC7_P10_C30,run-20251218-075809_uc11_p10_c30_m2000_r10_s256_DIRECT,3.7176163365857433
UC7_P10_C30,run-20251218-080213_uc11_p10_c30_m2000_r10_s256_DIRECT,2.931431368298195
UC7_P10_C30,run-20251218-080616_uc11_p10_c30_m2000_r10_s256_DIRECT,3.61650720653705
UC7_P10_C30,run-20251218-081020_uc11_p10_c30_m2000_r10_s256_DIRECT,3.397136560582946
UC7_P10_C30,run-20251218-081423_uc11_p10_c30_m2000_r10_s256_DIRECT,4.023056578738827
UC7_P50_C30,run-20251214-232000_uc11_p50_c30_m2000_r10_s256_DIRECT,3.2193720729173663
UC7_P50_C30,run-20251214-232408_uc11_p50_c30_m2000_r10_s256_DIRECT,3.188918866035003
UC7_P50_C30,run-20251214-232818_uc11_p50_c30_m2000_r10_s256_DIRECT,3.772823307472589
UC7_P50_C30,run-20251214-233226_uc11_p50_c30_m2000_r10_s256_DIRECT,3.4720433392187955
UC7_P50_C30,run-20251214-233634_uc11_p50_c30_m2000_r10_s256_DIRECT,3.469012791979954
UC7_P50_C30,run-20251214-234043_uc11_p50_c30_m2000_r10_s256_DIRECT,3.6013207093857518
UC7_P50_C30,run-20251214-234453_uc11_p50_c30_m2000_r10_s256_DIRECT,3.693619080385374
UC7_P50_C30,run-20251214-234902_uc11_p50_c30_m2000_r10_s256_DIRECT,3.2215070936905588
UC7_P50_C30,run-20251214-235310_uc11_p50_c30_m2000_r10_s256_DIRECT,3.6134220458005384
UC7_P50_C30,run-20251214-235718_uc11_p50_c30_m2000_r10_s256_DIRECT,3.388401497249218
UC8_P10_C30,run-20251218-133436_uc12_p10_c30_m2000_r10_s256_RELAY,3.8685307079942337
UC8_P10_C30,run-20251218-133848_uc12_p10_c30_m2000_r10_s256_RELAY,3.3935696462799405
UC8_P10_C30,run-20251218-134255_uc12_p10_c30_m2000_r10_s256_RELAY,3.642184969301213
UC8_P10_C30,run-20251218-134701_uc12_p10_c30_m2000_r10_s256_RELAY,3.2306825496948375
UC8_P10_C30,run-20251218-135109_uc12_p10_c30_m2000_r10_s256_RELAY,2.7946101073786513
UC8_P10_C30,run-20251218-135515_uc12_p10_c30_m2000_r10_s256_RELAY,3.429507580279749
UC8_P10_C30,run-20251218-135922_uc12_p10_c30_m2000_r10_s256_RELAY,3.5737330899574866
UC8_P10_C30,run-20251218-140330_uc12_p10_c30_m2000_r10_s256_RELAY,3.0993747710975916
UC8_P10_C30,run-20251218-140736_uc12_p10_c30_m2000_r10_s256_RELAY,3.6382449362590035
UC8_P10_C30,run-20251218-141142_uc12_p10_c30_m2000_r10_s256_RELAY,2.7954604139166195
UC8_P50_C30,run-20251220-142308_uc12_p50_c30_m2000_r10_s256_RELAY,3.8999365508613
UC8_P50_C30,run-20251220-142721_uc12_p50_c30_m2000_r10_s256_RELAY,4.048415531618891
UC8_P50_C30,run-20251220-143133_uc12_p50_c30_m2000_r10_s256_RELAY,3.7467222147130133
UC8_P50_C30,run-20251220-143545_uc12_p50_c30_m2000_r10_s256_RELAY,4.0390133450434815
UC8_P50_C30,run-20251220-143957_uc12_p50_c30_m2000_r10_s256_RELAY,4.0398929790438665
UC8_P50_C30,run-20251220-144411_uc12_p50_c30_m2000_r10_s256_RELAY,3.75676627018453
UC8_P50_C30,run-20251220-144823_uc12_p50_c30_m2000_r10_s256_RELAY,3.9982629063338258
UC8_P50_C30,run-20251220-145235_uc12_p50_c30_m2000_r10_s256_RELAY,4.015025221915029
UC8_P50_C30,run-20251220-145659_uc12_p50_c30_m2000_r10_s256_RELAY,3.717901460112057
UC8_P50_C30,run-20251220-150111_uc12_p50_c30_m2000_r10_s256_RELAY,3.621203874224265
