uc,run,convergence_time_ms,convergence_time_s
UC4_P50,run-20251201-222358_uc4_p50_m2000_r10_s256_RELAY,,
UC4_P50,run-20251202-021113_uc4_p50_m2000_r10_s256_RELAY,202618.64516129033,202.61864516129035
UC4_P50,run-20251202-021507_uc4_p50_m2000_r10_s256_RELAY,202774.90625,202.77490625
UC4_P50,run-20251202-021902_uc4_p50_m2000_r10_s256_RELAY,202603.77142857143,202.60377142857143
UC4_P50,run-20251202-022257_uc4_p50_m2000_r10_s256_RELAY,202689.875,202.689875
UC4_P50,run-20251202-022651_uc4_p50_m2000_r10_s256_RELAY,202556.63636363635,202.55663636363636
UC4_P50,run-20251202-023045_uc4_p50_m2000_r10_s256_RELAY,202490.85714285713,202.49085714285712
UC4_P50,run-20251202-023440_uc4_p50_m2000_r10_s256_RELAY,202714.15789473685,202.71415789473684
UC4_P50,run-20251202-023835_uc4_p50_m2000_r10_s256_RELAY,202365.4,202.3654
UC4_P50,run-20251202-024230_uc4_p50_m2000_r10_s256_RELAY,202375.6,202.37560000000002
UC4_P50,run-20251202-024625_uc4_p50_m2000_r10_s256_RELAY,,
