uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC4_P10,10,202.60343892857142,0.085990836016555,202.4574,202.73725
UC4_P20,10,202.6349887728938,0.26303436189680207,202.2605,203.177
UC4_P30,4,202.48879772727273,0.10342093722428529,202.34533333333334,202.5735
UC4_P40,5,202.5864404761905,0.2720049344811312,202.225,202.9245357142857
UC4_P50,9,202.5766499156769,0.14419676350421934,202.3654,202.77490625
