uc,run,rt_avg_ms
UC4_P30,run-20251202-030739_uc4_p30_m2000_r10_s256_RELAY,
UC4_P30,run-20251202-030824_uc4_p30_m2000_r10_s256_RELAY,
UC4_P30,run-20251202-030909_uc4_p30_m2000_r10_s256_RELAY,
UC4_P30,run-20251202-030955_uc4_p30_m2000_r10_s256_RELAY,
UC4_P30,run-20251202-031040_uc4_p30_m2000_r10_s256_RELAY,
UC4_P30,run-20251202-031126_uc4_p30_m2000_r10_s256_RELAY,
UC4_P40,run-20251201-215637_uc4_p40_m2000_r10_s256_RELAY,2896.6285714285714
UC4_P40,run-20251201-220030_uc4_p40_m2000_r10_s256_RELAY,1992.8709677419354
UC4_P40,run-20251201-220422_uc4_p40_m2000_r10_s256_RELAY,5275.892857142857
UC4_P40,run-20251201-220815_uc4_p40_m2000_r10_s256_RELAY,2403.25
UC4_P40,run-20251201-221207_uc4_p40_m2000_r10_s256_RELAY,
UC4_P40,run-20251201-221255_uc4_p40_m2000_r10_s256_RELAY,
UC4_P40,run-20251201-221342_uc4_p40_m2000_r10_s256_RELAY,
UC4_P40,run-20251201-221429_uc4_p40_m2000_r10_s256_RELAY,
UC4_P40,run-20251201-221517_uc4_p40_m2000_r10_s256_RELAY,
UC4_P40,run-20251201-221604_uc4_p40_m2000_r10_s256_RELAY,
UC4_P40,run-20251202-025145_uc4_p40_m2000_r10_s256_RELAY,4439.823529411765
UC4_P40,run-20251202-025537_uc4_p40_m2000_r10_s256_RELAY,3949.40625
UC4_P50,run-20251201-221723_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221813_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221902_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-221952_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222041_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222130_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222219_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222309_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251201-222358_uc4_p50_m2000_r10_s256_RELAY,
UC4_P50,run-20251202-021113_uc4_p50_m2000_r10_s256_RELAY,2697.6315789473683
UC4_P50,run-20251202-021507_uc4_p50_m2000_r10_s256_RELAY,5556.666666666667
UC4_P50,run-20251202-021902_uc4_p50_m2000_r10_s256_RELAY,3107.75
UC4_P50,run-20251202-022257_uc4_p50_m2000_r10_s256_RELAY,3288.4358974358975
UC4_P50,run-20251202-022651_uc4_p50_m2000_r10_s256_RELAY,2194.2051282051284
UC4_P50,run-20251202-023045_uc4_p50_m2000_r10_s256_RELAY,3473.186046511628
UC4_P50,run-20251202-023440_uc4_p50_m2000_r10_s256_RELAY,2801.6363636363635
UC4_P50,run-20251202-023835_uc4_p50_m2000_r10_s256_RELAY,4801.875
UC4_P50,run-20251202-024230_uc4_p50_m2000_r10_s256_RELAY,2089.6976744186045
UC4_P50,run-20251202-024625_uc4_p50_m2000_r10_s256_RELAY,3426.268292682927
