uc,total_runs,mean_convergence_s,std_convergence_s,min_s,max_s
UC5_P10,9,202.6586,0.1335639921535657,202.435,202.838
UC5_P20,8,202.67021666666668,0.04035069677413946,202.63233333333335,202.752
UC5_P50,4,202.39809583333334,0.11132029895007316,202.257,202.52775
