uc,total_runs,mean_delivery_rate,std_delivery_rate,min_rate,max_rate
UC5_P10,10,0.970575,0.02697119090601837,0.8998000000000002,0.9906500000000001
UC5_P20,8,0.989359375,0.018574829058528974,0.9496,0.9996500000000001
UC5_P50,5,0.9863839999999999,0.012266227211331195,0.9737399999999999,0.99958
