received_unique,recv_total,total_expected,delivery_rate,duplicate_rate,duplicates,out_of_order,lagged_events,lat_min,lat_p50,lat_p90,lat_p99,lat_max,ldh_min,ldh_p50,ldh_p90,ldh_p99,ldh_max,pr_avg_ratio,avg_connected_peers,downtime_total_ms,downtime_periods,downtime_p50_ms,downtime_p90_ms,downtime_max_ms,neighbour_down,neighbour_up,joined,join_wait_ms,saw_test,timed_out_no_data,peer,uc,run,sender_joined,churn_pct
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,2.0,88.0,0.0,1.0,1.0,1.0,1.0,1.0,3.000051569208026,0,0,,,,12,15,True,5787,True,False,peer1,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,8096.0,10086.0,0.0,3.0,3.0,3.0,3.0,1.0,4.99976362182931,0,0,,,,5,9,True,5513,True,False,peer10,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,2.0,12.0,1.0,1.0,2.0,2.0,5.0,1.0,4.765618082806463,0,0,,,,3,7,True,5514,True,False,peer2,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,2.0,12.0,2.0,2.0,2.0,2.0,2.0,1.0,4.999815205573056,0,0,,,,1,5,True,5513,True,False,peer3,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,8082.0,10082.0,2.0,2.0,2.0,2.0,3.0,1.0,4.999810915341642,0,0,,,,3,6,True,5513,True,False,peer4,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,8149.0,10149.0,0.0,0.0,0.0,2.0,2.0,1.0,3.999858192600232,0,0,,,,0,4,True,5515,True,False,peer5,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.765759029102848,0,0,,,,6,10,True,5516,True,False,peer6,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,2.0,12.0,2.0,2.0,3.0,3.0,4.0,1.0,4.999780832749604,0,0,,,,2,6,True,5514,True,False,peer7,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,4.999733562526859,0,0,,,,5,8,True,5512,True,False,peer8,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.9998581663923116,0,0,,,,3,7,True,5515,True,False,peer9,UC5_P10_C30,run-20251216-191716_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,2.0,87.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0000386433604267,0,0,,,,10,13,True,1435,True,False,peer1,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,8105.0,10105.0,1.0,2.0,2.0,3.0,3.0,1.0,3.9998239595364553,0,0,,,,5,9,True,1162,True,False,peer10,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.999819629467392,0,0,,,,2,6,True,1164,True,False,peer2,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.999798200116786,0,0,,,,4,8,True,1162,True,False,peer3,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.999798157651758,0,0,,,,2,6,True,1163,True,False,peer4,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.999819646507154,0,0,,,,3,7,True,1164,True,False,peer5,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,2.0,8105.0,10106.0,0.0,3.0,3.0,4.0,4.0,1.0,2.9998754637900236,0,0,,,,2,4,True,1163,True,False,peer6,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,62,0,0.0,1.0,2.0,8248.0,10194.0,0.0,3.0,3.0,4.0,4.0,1.0,3.999875482505292,0,0,,,,2,5,True,1164,True,False,peer7,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7472960149765777,0,0,,,,3,6,True,1166,True,False,peer8,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,2.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9998754744851515,0,0,,,,5,9,True,1163,True,False,peer9,UC5_P10_C30,run-20251216-192121_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,3.99994844031967,0,0,,,,11,14,True,2235,True,False,peer1,UC5_P10_C30,run-20251216-192523_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
1999,1999,2000,0.9995,0.0,0,0,0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.999776561278069,0,0,,,,3,7,True,1962,True,False,peer10,UC5_P10_C30,run-20251216-192523_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
2000,2000,2000,1.0,0.0,0,0,0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.9998410127060926,0,0,,,,4,6,True,1965,True,False,peer2,UC5_P10_C30,run-20251216-192523_uc5_p10_c30_m2000_r10_s256_DIRECT,True,30
